Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Andreas Hountondji,23,Benin,Striker,FC St. Pauli,Bundesliga,CAF,40.6,FW,69,75,67,58,72,21,58,andreashountondji_BEN
Andreas Jungdal,23,Denmark,Goalkeeper,KVC Westerlo,Jupiler_ProLeague,UEFA,24.4,GK,64,67,61,57,67,23,63,andreasjungdal_DEN
Andreas Pereira,29,Brazil,Attacking_Midfielder,Fulham FC,PremierLeague,CONMEBOL,292.5,MF,78,74,77,80,78,66,69,andreaspereira_BRA
Andreas Schjelderup,21,Norway,Left_Winger,SL Benfica,Liga_Portugal,UEFA,243.8,FW,72,78,66,65,77,35,54,andreasschjelderup_NOR
Andre Blake,34,Jamaica,Goalkeeper,Philadelphia Union,MLS,CONCACAF,9.8,GK,75,74,70,71,77,45,78,andreblake_JAM
Andre Gomes,20,Portugal,Goalkeeper,FC Alverca,Liga_Portugal,UEFA,40.6,GK,65,66,62,61,67,41,64,andregomes_POR
Andrei Girotto,33,Brazil,Centre_Back,Al-Taawoun FC,Saudi_ProLeague,CONMEBOL,48.8,DF,76,49,65,67,66,77,75,andreigirotto_BRA
Andrei Ivan,28,Romania,Left_Winger,Panserraikos,SuperLeague1,UEFA,16.2,FW,68,83,69,63,67,33,72,andreiivan_ROM
Andrei Ratiu,27,Romania,Right_Back,Rayo Vallecano,LaLiga,UEFA,195.0,DF,73,88,56,65,67,69,66,andreiratiu_ROM
Andre Luis,31,Brazil,Striker,Shanghai Shenhua,Chinese_SuperLeague,CONMEBOL,19.5,FW,72,75,71,60,69,24,71,andreluis_BRA
Andre Onana,29,Cameroon,Goalkeeper,Manchester United,PremierLeague,CAF,406.2,GK,83,83,75,87,86,61,79,andreonana_CAM
Andres Andrade,26,Panama,Centre_Back,LASK,Austria_Bundesliga,CONCACAF,32.5,DF,71,74,51,61,65,71,79,andresandrade_PAN
Andres Cubas,29,Paraguay,Defensive_Midfielder,Vancouver Whitecaps FC,MLS,CONMEBOL,65.0,MF,74,69,50,66,71,73,56,andrescubas_PAR
Andres Perea,24,United States,Defensive_Midfielder,New York City FC,MLS,CONCACAF,32.5,MF,65,72,50,59,64,63,68,andresperea_UNI
Andres Vombergar,30,Slovenia,Striker,CA San Lorenzo de Almagro,Liga_Profesional,UEFA,48.8,FW,71,71,68,60,64,33,78,andresvombergar_SLO
Andrew,24,Brazil,Goalkeeper,Gil Vicente FC,Liga_Portugal,CONMEBOL,65.0,GK,75,76,73,74,77,45,72,andrew_BRA
Andrew Brody,30,United States,Left_Back,Sporting Kansas City,MLS,CONCACAF,19.5,DF,69,73,40,57,66,64,71,andrewbrody_UNI
Andrew Gutman,28,United States,Left_Back,Chicago Fire FC,MLS,CONCACAF,13.8,DF,67,79,48,56,64,64,70,andrewgutman_UNI
Andrew Moran,21,Ireland,Attacking_Midfielder,Brighton & Hove Albion,PremierLeague,UEFA,56.9,MF,67,75,58,66,71,39,57,andrewmoran_IRE
Andrew Omobamidele,23,Ireland,Centre_Back,RC Strasbourg Alsace,Ligue1,UEFA,130.0,DF,71,71,27,52,56,71,75,andrewomobamidele_IRE
Andrew Privett,24,United States,Centre_Back,Charlotte FC,MLS,CONCACAF,19.5,DF,65,63,32,53,56,65,67,andrewprivett_UNI
Andrew Robertson,31,Scotland,Left_Back,Liverpool FC,PremierLeague,UEFA,292.5,DF,85,78,61,82,79,81,78,andrewrobertson_SCO
Andrey Santos,21,Brazil,Central_Midfielder,Chelsea FC,PremierLeague,CONMEBOL,568.8,MF,73,74,65,70,75,70,69,andreysantos_BRA
Andries Noppert,31,Netherlands,Goalkeeper,SC Heerenveen,Eredivisie,UEFA,16.2,GK,73,74,71,67,73,35,72,andriesnoppert_NET
Andrija Zivkovic,29,Serbia,Right_Winger,PAOK Thessaloniki,SuperLeague1,UEFA,130.0,FW,78,82,74,74,81,57,62,andrijazivkovic_SER
Andriy Lunin,26,Ukraine,Goalkeeper,Real Madrid,LaLiga,UEFA,292.5,GK,81,80,78,77,82,37,80,andriylunin_UKR
Andy Diouf,22,France,Central_Midfielder,RC Lens,Ligue1,UEFA,243.8,MF,74,75,68,71,75,67,75,andydiouf_FRA
Anel Ahmedhodzic,26,Bosnia-Herzegovina,Centre_Back,Sheffield United,Championship,UEFA,292.5,DF,74,74,41,59,61,74,78,anelahmedhodzic_BOS
Anfernee Dijksteel,28,Suriname,Right_Back,Kocaelispor,SuperLig,CONCACAF,19.5,DF,69,73,34,55,65,69,73,anferneedijksteel_SUR
Ange Ahoussou,21,Cote d'Ivoire,Centre_Back,Rapid Vienna,Austria_Bundesliga,CAF,24.4,DF,64,61,33,40,51,64,67,angeahoussou_COT
Angel Correa,30,Argentina,Right_Winger,Tigres UANL,Liga_MX,CONMEBOL,162.5,FW,82,85,84,77,86,50,75,angelcorrea_ARG
Angel Gomes,24,England,Attacking_Midfielder,Olympique Marseille,Ligue1,UEFA,325.0,MF,77,76,70,75,79,72,69,angelgomes_ENG
Angelino,28,Spain,Left_Back,AS Roma,Serie_A,UEFA,325.0,DF,77,63,70,81,81,73,66,angelino_SPA
Angelo Stiller,24,Germany,Defensive_Midfielder,VfB Stuttgart,Bundesliga,UEFA,731.2,MF,78,58,57,78,78,73,69,angelostiller_GER
Angus Gunn,29,Scotland,Goalkeeper,Norwich City,Championship,UEFA,35.8,GK,74,75,71,72,76,48,71,angusgunn_SCO
Angus Thurgate,25,Australia,Central_Midfielder,Western United FC,A_League,AFC,10.6,MF,66,66,56,63,67,59,68,angusthurgate_AUS
Anis Slimane,24,Tunisia,Central_Midfielder,Norwich City,Championship,CAF,48.8,MF,67,65,59,62,68,58,75,anisslimane_TUN
Anosike Ementa,23,Denmark,Striker,Viborg FF,Danish_Superligaen,UEFA,16.2,FW,66,64,62,52,62,26,77,anosikeementa_DEN
Anouar Ait El Hadj,23,Belgium,Attacking_Midfielder,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,48.8,MF,70,71,63,69,75,44,60,anouaraitelhadj_BEL
Ante Budimir,34,Croatia,Striker,CA Osasuna,LaLiga,UEFA,81.2,FW,78,59,79,52,74,35,77,antebudimir_CRO
Ante Crnac,21,Croatia,Striker,Norwich City,Championship,UEFA,130.0,FW,66,78,68,50,66,26,70,antecrnac_CRO
Ante Palaversa,25,Croatia,Defensive_Midfielder,Aberdeen FC,Scottish_Premiership,UEFA,9.8,MF,64,51,65,61,64,62,66,antepalaversa_CRO
Anthony Caci,28,France,Right_Back,1.FSV Mainz 05,Bundesliga,UEFA,195.0,DF,74,69,54,70,70,72,74,anthonycaci_FRA
Anthony Gordon,24,England,Left_Winger,Newcastle United,PremierLeague,UEFA,1056.2,FW,82,91,78,76,81,49,71,anthonygordon_ENG
Anthony Kalik,27,Australia,Attacking_Midfielder,HNK Hajduk Split,SuperSport_HNL,AFC,16.2,MF,66,72,61,65,66,56,73,anthonykalik_AUS
Anthony Lopes,34,Portugal,Goalkeeper,FC Nantes,Ligue1,UEFA,19.5,GK,79,80,76,69,83,65,76,anthonylopes_POR
Anthony Mandrea,28,Algeria,Goalkeeper,SM Caen,Other_leagues,CAF,16.2,GK,70,71,64,63,74,44,71,anthonymandrea_ALG
Anthony Moris,35,Luxembourg,Goalkeeper,Al-Khaleej FC,Saudi_ProLeague,UEFA,29.2,GK,73,74,70,79,75,47,71,anthonymoris_LUX
Anthony Nwakaeme,36,Nigeria,Left_Winger,Trabzonspor,SuperLig,CAF,9.8,FW,76,74,76,73,78,39,79,anthonynwakaeme_NIG
Anthony Patterson,25,England,Goalkeeper,Sunderland AFC,PremierLeague,UEFA,227.5,GK,72,71,69,72,75,24,68,anthonypatterson_ENG
Anthony Racioppi,26,Switzerland,Goalkeeper,FC Sion,Swiss_SuperLeague,UEFA,16.2,GK,71,73,68,65,71,30,69,anthonyracioppi_SWI
Anthony Ralston,26,Scotland,Right_Back,Celtic FC,Scottish_Premiership,UEFA,24.4,DF,71,76,59,69,69,64,78,anthonyralston_SCO
Anthony Rouault,24,France,Centre_Back,Stade Rennais FC,Ligue1,UEFA,162.5,DF,75,64,30,61,60,76,73,anthonyrouault_FRA
Anto Grgic,28,Switzerland,Central_Midfielder,FC Lugano,Swiss_SuperLeague,UEFA,24.4,MF,70,61,68,75,67,64,74,antogrgic_SWI
Antoine Griezmann,34,France,Striker,Atlético de Madrid,LaLiga,UEFA,292.5,FW,88,80,88,87,89,59,75,antoinegriezmann_FRA
Antoine Makoumbou,27,Congo,Defensive_Midfielder,Samsunspor,SuperLig,CAF,56.9,MF,73,72,59,67,76,68,78,antoinemakoumbou_CON
Antonee Robinson,27,United States,Left_Back,Fulham FC,PremierLeague,CONCACAF,568.8,DF,79,88,46,71,77,74,77,antoneerobinson_UNI
Anton Gaaei,22,Denmark,Right_Back,Ajax Amsterdam,Eredivisie,UEFA,113.8,DF,67,83,48,57,65,58,67,antongaaei_DEN
Antoni Kozubal,20,Poland,Defensive_Midfielder,Lech Poznan,Ekstraklasa,UEFA,81.2,MF,63,68,54,57,63,53,73,antonikozubal_POL
Antoni Milambo,20,Netherlands,Attacking_Midfielder,Brentford FC,PremierLeague,UEFA,292.5,MF,66,68,58,64,70,44,55,antonimilambo_NET
Antonin Kinsky,22,Czech Republic,Goalkeeper,Tottenham Hotspur,PremierLeague,UEFA,243.8,GK,72,73,72,74,74,25,72,antoninkinsky_CZE
Antonio Blanco,25,Spain,Defensive_Midfielder,Deportivo Alavés,LaLiga,UEFA,162.5,MF,74,52,57,68,67,70,62,antonioblanco_SPA
Antonio Portales,29,Mexico,Centre_Back,Dundee FC,Scottish_Premiership,CONCACAF,14.6,DF,65,64,41,54,55,63,72,antonioportales_MEX
Antonio Raimondo,21,Italy,Striker,Frosinone Calcio,Serie_B,UEFA,61.8,FW,69,67,68,60,70,28,61,antonioraimondo_ITA
Antonio Rudiger,32,Germany,Centre_Back,Real Madrid,LaLiga,UEFA,325.0,DF,88,82,55,73,70,86,86,antoniorudiger_GER
Antonio Silva,21,Portugal,Centre_Back,SL Benfica,Liga_Portugal,UEFA,520.0,DF,79,80,37,64,69,79,80,antoniosilva_POR
Anton Kade,21,Germany,Side_Midfielder,FC Basel 1893,Swiss_SuperLeague,UEFA,81.2,MF,66,76,63,58,69,25,54,antonkade_GER
Anton Stach,26,Germany,Defensive_Midfielder,Leeds United,PremierLeague,UEFA,227.5,MF,77,73,68,74,72,77,80,antonstach_GER
Ao Tanaka,26,Japan,Defensive_Midfielder,Leeds United,PremierLeague,AFC,162.5,MF,73,68,67,69,72,70,70,aotanaka_JAP
Archie Goodwin,20,Australia,Striker,Adelaide United,A_League,AFC,8.9,FW,59,71,59,47,59,31,57,archiegoodwin_AUS
Archie Gray,19,England,Defensive_Midfielder,Tottenham Hotspur,PremierLeague,UEFA,617.5,MF,73,75,60,70,74,70,72,archiegray_ENG
Ardon Jashari,22,Switzerland,Defensive_Midfielder,Club Brugge KV,Jupiler_ProLeague,UEFA,520.0,MF,73,68,64,71,72,68,80,ardonjashari_SWI
Arijanet Muric,26,Kosovo,Goalkeeper,Ipswich Town,Championship,UEFA,81.2,GK,75,76,73,79,77,45,74,arijanetmuric_KOS
Armand Lauriente,26,France,Left_Winger,US Sassuolo,Serie_A,UEFA,243.8,FW,78,80,76,75,80,35,61,armandlauriente_FRA
Armando Broja,23,Albania,Striker,Chelsea FC,PremierLeague,UEFA,195.0,FW,73,74,73,53,72,30,75,armandobroja_ALB
Armando Sadiku,34,Albania,Striker,FC Goa,Indian_SuperLeague,UEFA,6.5,FW,68,65,69,50,63,38,65,armandosadiku_ALB
Arnaud Bodart,27,Belgium,Goalkeeper,LOSC Lille,Ligue1,UEFA,40.6,GK,74,77,71,69,74,55,74,arnaudbodart_BEL
Arnaud Kalimuendo,23,France,Striker,Stade Rennais FC,Ligue1,UEFA,357.5,FW,77,80,76,60,78,29,67,arnaudkalimuendo_FRA
Arnau Martinez,22,Spain,Right_Back,Girona FC,LaLiga,UEFA,162.5,DF,79,80,50,72,74,74,70,arnaumartinez_SPA
Arnau Tenas,24,Spain,Goalkeeper,Paris Saint-Germain,Ligue1,UEFA,48.8,GK,74,73,70,80,77,52,72,arnautenas_SPA
Arne Engels,21,Belgium,Central_Midfielder,Celtic FC,Scottish_Premiership,UEFA,195.0,MF,72,71,64,73,74,63,72,arneengels_BEL
Arouna Sangante,23,Senegal,Centre_Back,Le Havre AC,Ligue1,CAF,130.0,DF,73,58,34,59,59,73,75,arounasangante_SEN
Arsen Zakharyan,22,Russia,Attacking_Midfielder,Real Sociedad,LaLiga,UEFA,146.2,MF,74,79,70,74,72,53,60,arsenzakharyan_RUS
Artem Bondarenko,24,Ukraine,Attacking_Midfielder,Shakhtar Donetsk,Ukrainian_PremierLeague,UEFA,162.5,MF,75,75,69,71,75,63,64,artembondarenko_UKR
Artem Dovbyk,28,Ukraine,Striker,AS Roma,Serie_A,UEFA,487.5,FW,84,84,85,69,79,34,81,artemdovbyk_UKR
Arthur Atta,22,France,Central_Midfielder,Udinese Calcio,Serie_A,UEFA,130.0,MF,68,73,55,63,70,62,72,arthuratta_FRA
Arthur Cabral,27,Brazil,Striker,Botafogo de Futebol e Regatas,Brasileiro_SerieA,CONMEBOL,162.5,FW,78,71,78,64,76,32,79,arthurcabral_BRA
Arthur Desmas,31,France,Goalkeeper,Le Havre AC,Ligue1,UEFA,19.5,GK,75,75,72,72,76,36,73,arthurdesmas_FRA
Arthur Masuaku,31,Congo,Left_Back,Besiktas JK,SuperLig,CAF,48.8,DF,76,78,61,73,78,70,79,arthurmasuaku_CON
Arthur Okonkwo,23,England,Goalkeeper,Wrexham AFC,Championship,UEFA,32.5,GK,66,65,65,63,66,44,67,arthurokonkwo_ENG
Arthur Theate,25,Belgium,Centre_Back,Eintracht Frankfurt,Bundesliga,UEFA,390.0,DF,77,71,40,55,59,78,80,arthurtheate_BEL
Arthur Vermeeren,20,Belgium,Defensive_Midfielder,RB Leipzig,Bundesliga,UEFA,357.5,MF,76,75,55,75,77,71,69,arthurvermeeren_BEL
Aschraf El Mahdioui,29,Netherlands,Defensive_Midfielder,Al-Taawoun FC,Saudi_ProLeague,UEFA,48.8,MF,78,65,55,74,73,70,75,aschrafelmahdioui_NET
Ashley Westwood,35,England,Defensive_Midfielder,Charlotte FC,MLS,UEFA,6.5,MF,74,54,64,75,71,70,73,ashleywestwood_ENG
Ashley Young,40,England,Right_Back,Ipswich Town,Championship,UEFA,8.1,DF,73,60,64,75,74,72,70,ashleyyoung_ENG
Assan Ceesay,31,Gambia,Striker,Damac FC,Saudi_ProLeague,CAF,19.5,FW,69,84,70,57,64,33,69,assanceesay_GAM
Assan Ouedraogo,19,Germany,Central_Midfielder,RB Leipzig,Bundesliga,UEFA,113.8,MF,69,77,56,60,76,45,69,assanouedraogo_GER
Augusto Batalla,29,Argentina,Goalkeeper,Rayo Vallecano,LaLiga,CONMEBOL,97.5,GK,76,77,73,74,78,43,74,augustobatalla_ARG
Aurele Amenda,21,Switzerland,Centre_Back,Eintracht Frankfurt,Bundesliga,UEFA,121.9,DF,70,72,27,51,47,67,82,aureleamenda_SWI
Aurelien Tchouameni,25,France,Defensive_Midfielder,Real Madrid,LaLiga,UEFA,1218.8,MF,85,73,69,79,78,82,82,aurelientchouameni_FRA
Auston Trusty,26,United States,Centre_Back,Celtic FC,Scottish_Premiership,CONCACAF,97.5,DF,72,76,47,56,61,70,80,austontrusty_UNI
Axel Disasi,27,France,Centre_Back,Chelsea FC,PremierLeague,UEFA,357.5,DF,79,57,48,60,59,80,81,axeldisasi_FRA
Axel Witsel,36,Belgium,Centre_Back,Atlético de Madrid,LaLiga,UEFA,32.5,DF,80,34,63,77,75,83,75,axelwitsel_BEL
Ayase Ueda,26,Japan,Striker,Feyenoord Rotterdam,Eredivisie,AFC,130.0,FW,74,75,75,57,68,28,70,ayaseueda_JAP
Ayman El Wafi,21,Morocco,Centre_Back,FC Lugano,Swiss_SuperLeague,CAF,65.0,DF,63,55,33,53,60,62,68,aymanelwafi_MOR
Aymeric Laporte,31,Spain,Centre_Back,Al-Nassr FC,Saudi_ProLeague,UEFA,243.8,DF,83,55,50,74,70,85,76,aymericlaporte_SPA
Aynsley Pears,27,England,Goalkeeper,Blackburn Rovers,Championship,UEFA,22.8,GK,68,70,64,65,72,45,65,aynsleypears_ENG
Ayoub El Kaabi,32,Morocco,Striker,Olympiacos Piraeus,SuperLeague1,CAF,81.2,FW,78,80,80,61,74,46,70,ayoubelkaabi_MOR
Ayrton Costa,26,Argentina,Centre_Back,CA Boca Juniors,Liga_Profesional,CONMEBOL,52.0,DF,72,71,46,62,64,72,72,ayrtoncosta_ARG
Ayumu Seko,25,Japan,Centre_Back,Le Havre AC,Ligue1,AFC,16.2,DF,66,56,36,52,56,67,71,ayumuseko_JAP
Azor Matusiwa,27,Netherlands,Defensive_Midfielder,Ipswich Town,Championship,UEFA,130.0,MF,76,51,49,65,70,74,79,azormatusiwa_NET
Azzedine Ounahi,25,Morocco,Central_Midfielder,Olympique Marseille,Ligue1,CAF,162.5,MF,75,64,63,73,77,63,66,azzedineounahi_MOR
Badredine Bouanani,20,Algeria,Right_Winger,OGC Nice,Ligue1,CAF,113.8,FW,69,71,64,68,71,31,51,badredinebouanani_ALG
Bae Jun Ho,21,"Korea, South",Attacking_Midfielder,Stoke City,Championship,AFC,48.8,MF,71,71,61,68,73,36,55,baejunho_KOR
Bafode Diakite,24,France,Centre_Back,LOSC Lille,Ligue1,UEFA,455.0,DF,77,75,41,63,70,76,77,bafodediakite_FRA
Bailey Peacock-Farrell,28,Northern Ireland,Goalkeeper,Blackpool FC,League_One,UEFA,16.2,GK,70,70,70,71,71,60,69,baileypeacock-farrell_NOR
Bailey Rice,18,Scotland,Defensive_Midfielder,Rangers FC,Scottish_Premiership,UEFA,13.0,MF,59,52,39,56,62,53,54,baileyrice_SCO
Bajung Darboe,18,United States,Attacking_Midfielder,FC Bayern Munich II,Other_leagues,CONCACAF,21.1,MF,57,55,39,52,58,49,54,bajungdarboe_UNI
Baltasar Rodriguez,22,Argentina,Attacking_Midfielder,Inter Miami CF,MLS,CONMEBOL,73.1,MF,70,74,60,68,73,52,48,baltasarrodriguez_ARG
Baltazar,25,Brazil,Central_Midfielder,FC Sion,Swiss_SuperLeague,CONMEBOL,24.4,MF,66,67,54,62,68,61,68,baltazar_BRA
Bamba Dieng,25,Senegal,Striker,FC Lorient,Ligue1,CAF,48.8,FW,72,79,73,60,70,33,60,bambadieng_SEN
Bartlomiej Dragowski,27,Poland,Goalkeeper,Panathinaikos FC,SuperLeague1,UEFA,48.8,GK,75,77,71,70,77,37,72,bartlomiejdragowski_POL
Bartosz Mrozek,25,Poland,Goalkeeper,Lech Poznan,Ekstraklasa,UEFA,56.9,GK,68,69,67,63,70,38,69,bartoszmrozek_POL
Bartosz Slisz,26,Poland,Defensive_Midfielder,Atlanta United FC,MLS,UEFA,65.0,MF,70,70,54,66,67,65,73,bartoszslisz_POL
Bart van Rooij,24,Netherlands,Right_Back,Twente Enschede FC,Eredivisie,UEFA,97.5,DF,69,78,36,59,66,62,63,bartvanrooij_NET
Bart Verbruggen,22,Netherlands,Goalkeeper,Brighton & Hove Albion,PremierLeague,UEFA,487.5,GK,76,78,72,74,81,56,69,bartverbruggen_NET
Bashir Humphreys,22,England,Left_Back,Burnley FC,PremierLeague,UEFA,113.8,DF,68,62,35,58,59,68,68,bashirhumphreys_ENG
Bastien Toma,26,Switzerland,Central_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,24.4,MF,68,64,63,66,72,63,67,bastientoma_SWI
Batista Mendy,25,France,Defensive_Midfielder,Trabzonspor,SuperLig,UEFA,162.5,MF,73,62,58,66,68,73,80,batistamendy_FRA
Benat Prados,24,Spain,Central_Midfielder,Athletic Bilbao,LaLiga,UEFA,292.5,MF,76,70,62,74,76,75,76,benatprados_SPA
Ben Brereton Diaz,26,Chile,Striker,Southampton FC,Championship,CONMEBOL,121.9,FW,73,80,73,66,73,41,78,benbreretondiaz_CHI
Ben Cabango,25,Wales,Centre_Back,Swansea City,Championship,UEFA,146.2,DF,70,62,28,47,52,70,75,bencabango_WAL
Ben Chilwell,28,England,Left_Back,Chelsea FC,PremierLeague,UEFA,243.8,DF,79,76,60,78,77,75,72,benchilwell_ENG
Ben Davies,29,England,Centre_Back,Rangers FC,Scottish_Premiership,UEFA,40.6,DF,71,66,39,59,64,72,72,bendavies_ENG
Bendeguz Bolla,25,Hungary,Right_Back,Rapid Vienna,Austria_Bundesliga,UEFA,40.6,DF,67,78,54,60,68,60,65,bendeguzbolla_HUN
Ben Doak,19,Scotland,Right_Winger,Liverpool FC,PremierLeague,UEFA,227.5,FW,66,89,56,53,70,28,52,bendoak_SCO
Benedict Hollerbach,24,Germany,Striker,1.FSV Mainz 05,Bundesliga,UEFA,195.0,FW,72,84,72,62,74,27,72,benedicthollerbach_GER
Ben Garuccio,30,Australia,Left_Back,Western United FC,A_League,AFC,6.5,DF,68,81,52,62,66,61,70,bengaruccio_AUS
Beni Baningime,26,Congo,Defensive_Midfielder,Heart of Midlothian FC,Scottish_Premiership,CAF,24.4,MF,71,48,52,63,70,69,68,benibaningime_CON
Benie Traore,22,Cote d'Ivoire,Left_Winger,FC Basel 1893,Swiss_SuperLeague,CAF,162.5,FW,68,86,65,54,75,32,63,benietraore_COT
Benjamin Andre,34,France,Defensive_Midfielder,LOSC Lille,Ligue1,UEFA,81.2,MF,80,61,64,73,75,78,83,benjaminandre_FRA
Benjamin Henrichs,28,Germany,Right_Back,RB Leipzig,Bundesliga,UEFA,243.8,DF,81,74,54,76,78,79,74,benjaminhenrichs_GER
Benjamin Lecomte,34,France,Goalkeeper,Fulham FC,PremierLeague,UEFA,24.4,GK,77,76,75,77,76,41,75,benjaminlecomte_FRA
Benjamin Nygren,24,Sweden,Right_Winger,Celtic FC,Scottish_Premiership,UEFA,97.5,FW,68,69,67,65,69,22,63,benjaminnygren_SWE
Benjamin Pavard,29,France,Centre_Back,Inter Milan,Serie_A,UEFA,406.2,DF,84,75,67,75,75,86,81,benjaminpavard_FRA
Benjamin Sesko,22,Slovenia,Striker,RB Leipzig,Bundesliga,UEFA,1137.5,FW,79,85,78,63,77,46,78,benjaminsesko_SLO
Benjamin Tahirovic,22,Bosnia-Herzegovina,Central_Midfielder,Bröndby IF,Danish_Superligaen,UEFA,48.8,MF,70,54,50,65,68,64,72,benjamintahirovic_BOS
Ben Johnson,25,England,Right_Back,Ipswich Town,Championship,UEFA,130.0,DF,73,72,40,63,68,73,71,benjohnson_ENG
Ben Mee,35,England,Centre_Back,Brentford FC,PremierLeague,UEFA,11.4,DF,78,45,42,54,57,82,76,benmee_ENG
Benoit Badiashile,24,France,Centre_Back,Chelsea FC,PremierLeague,UEFA,357.5,DF,78,62,47,67,60,78,77,benoitbadiashile_FRA
Ben Sheaf,27,England,Defensive_Midfielder,Coventry City,Championship,UEFA,113.8,MF,75,54,47,71,71,74,74,bensheaf_ENG
Bento,26,Brazil,Goalkeeper,Al-Nassr FC,Saudi_ProLeague,CONMEBOL,178.8,GK,80,79,76,77,83,28,81,bento_BRA
Ben Waine,24,New Zealand,Striker,Port Vale FC,League_One,OFC,8.9,FW,64,82,63,55,63,44,75,benwaine_NEW
Ben Warland,28,Australia,Centre_Back,Brisbane Roar,A_League,AFC,5.7,DF,61,38,34,47,46,60,73,benwarland_AUS
Ben Wilmot,25,England,Centre_Back,Stoke City,Championship,UEFA,78.0,DF,69,54,39,55,59,70,72,benwilmot_ENG
Berat Ozdemir,27,Turkey,Defensive_Midfielder,Basaksehir FK,SuperLig,UEFA,68.2,MF,72,71,60,70,69,69,76,beratozdemir_TUR
Berkan Kutlu,27,Turkey,Central_Midfielder,Galatasaray,SuperLig,UEFA,52.0,MF,71,78,63,62,68,71,77,berkankutlu_TUR
Berke Ozer,25,Turkey,Goalkeeper,Eyüpspor,SuperLig,UEFA,97.5,GK,68,66,68,65,71,24,65,berkeozer_TUR
Bernardo Silva,30,Portugal,Attacking_Midfielder,Manchester City,PremierLeague,UEFA,617.5,MF,88,75,78,86,92,71,69,bernardosilva_POR
Bernd Leno,33,Germany,Goalkeeper,Fulham FC,PremierLeague,UEFA,162.5,GK,82,83,79,76,84,53,82,berndleno_GER
Bertrand Traore,29,Burkina Faso,Right_Winger,Ajax Amsterdam,Eredivisie,CAF,130.0,FW,76,76,72,72,81,45,62,bertrandtraore_BUR
Bilal Bayazit,26,Turkey,Goalkeeper,Kayserispor,SuperLig,UEFA,32.5,GK,70,69,65,62,73,24,70,bilalbayazit_TUR
Bilal El Khannouss,21,Morocco,Attacking_Midfielder,Leicester City,Championship,CAF,455.0,MF,76,71,60,78,81,37,56,bilalelkhannouss_MOR
Bilal Nadir,21,Morocco,Central_Midfielder,Olympique Marseille,Ligue1,CAF,81.2,MF,63,58,52,61,63,57,59,bilalnadir_MOR
Bill Tuiloma,30,New Zealand,Centre_Back,Charlotte FC,MLS,OFC,6.5,DF,65,62,54,63,59,63,74,billtuiloma_NEW
Billy Gilmour,24,Scotland,Defensive_Midfielder,SSC Napoli,Serie_A,UEFA,325.0,MF,75,60,58,75,76,70,62,billygilmour_SCO
Birger Meling,30,Norway,Left_Back,FC Copenhagen,Danish_Superligaen,UEFA,40.6,DF,73,79,55,68,72,69,66,birgermeling_NOR
Bjorn Meijer,22,Netherlands,Left_Back,Club Brugge KV,Jupiler_ProLeague,UEFA,65.0,DF,73,70,62,68,67,70,82,bjornmeijer_NET
Blair Spittal,29,Scotland,Central_Midfielder,Heart of Midlothian FC,Scottish_Premiership,UEFA,13.0,MF,68,75,67,68,70,55,67,blairspittal_SCO
Bobby Clark,20,England,Central_Midfielder,Red Bull Salzburg,Austria_Bundesliga,UEFA,73.1,MF,62,68,54,62,69,50,56,bobbyclark_ENG
Bode Hidalgo,23,United States,Right_Back,Real Salt Lake City,MLS,CONCACAF,24.4,DF,62,77,43,45,66,58,58,bodehidalgo_UNI
Boris Matic,20,Serbia,Right_Back,Wolfsberger AC,Austria_Bundesliga,UEFA,13.0,DF,57,69,27,35,54,55,51,borismatic_SER
Borja Mayoral,28,Spain,Striker,Getafe CF,LaLiga,UEFA,121.9,FW,79,71,80,71,77,39,67,borjamayoral_SPA
Boubacar Kamara,25,France,Defensive_Midfielder,Aston Villa,PremierLeague,UEFA,650.0,MF,82,66,54,74,75,83,80,boubacarkamara_FRA
Boubakary Soumare,26,France,Defensive_Midfielder,Leicester City,Championship,UEFA,195.0,MF,75,67,56,73,74,70,77,boubakarysoumare_FRA
Boulaye Dia,28,Senegal,Striker,SS Lazio,Serie_A,CAF,243.8,FW,79,81,80,62,77,27,75,boulayedia_SEN
Bozhidar Kraev,28,Bulgaria,Left_Winger,Western Sydney Wanderers,A_League,UEFA,11.4,FW,68,71,66,65,70,47,73,bozhidarkraev_BUL
Brad Collins,28,England,Goalkeeper,Coventry City,Championship,UEFA,16.2,GK,69,70,64,71,70,43,69,bradcollins_ENG
Bradley Barcola,22,France,Left_Winger,Paris Saint-Germain,Ligue1,UEFA,1137.5,FW,80,88,74,75,81,34,64,bradleybarcola_FRA
Bradley Locko,23,France,Left_Back,Stade Brestois 29,Ligue1,UEFA,146.2,DF,77,75,51,64,73,75,70,bradleylocko_FRA
Brad Stuver,34,United States,Goalkeeper,Austin FC,MLS,CONCACAF,9.8,GK,68,68,68,66,69,47,68,bradstuver_UNI
Braian Ojeda,25,Paraguay,Central_Midfielder,Real Salt Lake City,MLS,CONMEBOL,65.0,MF,70,67,54,64,72,66,69,braianojeda_PAR
Braian Romero,34,Argentina,Striker,CA Vélez Sarsfield,Liga_Profesional,CONMEBOL,19.5,FW,71,84,69,63,75,54,75,braianromero_ARG
