Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Antony,25,Brazil,Right_Winger,Manchester United,PremierLeague,CONMEBOL,568.8,FW,77,82,70,72,82,43,72,antony
Antony,25,Brazil,Right_Winger,Manchester United,PremierLeague,CONMEBOL,568.8,FW,69,88,58,61,70,40,55,antony
Ronald Araujo,26,Uruguay,Centre_Back,FC Barcelona,LaLiga,CONMEBOL,568.8,DF,85,82,53,64,62,85,84,araujoronald
Marquinhos,31,Brazil,Centre_Back,Paris Saint-Germain,Ligue1,CONMEBOL,568.8,DF,87,79,56,75,74,89,81,marquinhos
Marquinhos,31,Brazil,Centre_Back,Paris Saint-Germain,Ligue1,CONMEBOL,568.8,DF,73,85,68,66,74,26,56,marquinhos
Nikola Milenkovic,27,Serbia,Centre_Back,Nottingham Forest,PremierLeague,UEFA,568.8,DF,79,58,45,62,62,79,82,milenkovicnikola
Edmond Tapsoba,26,Burkina Faso,Centre_Back,Bayer 04 Leverkusen,Bundesliga,CAF,568.8,DF,83,75,54,68,70,85,79,edmondtapsoba
Charles De Ketelaere,24,Belgium,Attacking_Midfielder,Atalanta BC,Serie_A,UEFA,568.8,MF,79,69,77,78,81,55,70,charlesdeketelaere
Denzel Dumfries,29,Netherlands,Right_Back,Inter Milan,Serie_A,UEFA,568.8,DF,82,83,66,73,74,78,88,denzeldumfries
Rayan Ait-Nouri,24,Algeria,Left_Back,Manchester City,PremierLeague,CAF,568.8,DF,79,84,52,73,82,73,70,aitnourirayan
Ezri Konsa,27,England,Centre_Back,Aston Villa,PremierLeague,UEFA,568.8,DF,81,76,48,71,76,83,78,ezrikonsa
Jorrel Hato,19,Netherlands,Left_Back,Ajax Amsterdam,Eredivisie,UEFA,568.8,DF,73,86,39,66,72,74,70,hatojorrel
Harvey Barnes,27,England,Left_Winger,Newcastle United,PremierLeague,UEFA,568.8,FW,80,85,78,75,81,43,68,barnesharvey
Vangelis Pavlidis,26,Greece,Striker,SL Benfica,Liga_Portugal,UEFA,568.8,FW,80,75,82,67,78,44,82,pavlidisvangelis
Malo Gusto,22,France,Right_Back,Chelsea FC,PremierLeague,UEFA,568.8,DF,80,88,49,75,78,73,75,gustomalo
Mathys Tel,20,France,Striker,Tottenham Hotspur,PremierLeague,UEFA,568.8,FW,77,86,80,64,77,29,64,mathystel
Abdukodir Khusanov,21,Uzbekistan,Centre_Back,Manchester City,PremierLeague,AFC,568.8,DF,72,71,39,54,55,71,72,abdukodirkhusanov
Andrea Cambiaso,25,Italy,Left_Back,Juventus FC,Serie_A,UEFA,568.8,DF,77,78,61,76,77,72,66,andreacambiaso
Riccardo Calafiori,23,Italy,Left_Back,Arsenal FC,PremierLeague,UEFA,568.8,DF,78,69,65,70,72,78,77,calafioririccardo
Enzo Millot,23,France,Attacking_Midfielder,VfB Stuttgart,Bundesliga,UEFA,568.8,MF,77,75,69,74,81,61,57,enzomillot
Alvaro Carreras,22,Spain,Left_Back,Real Madrid,LaLiga,UEFA,568.8,DF,72,80,56,73,75,64,70,alvarocarreras
Matheus Nunes,26,Portugal,Central_Midfielder,Manchester City,PremierLeague,UEFA,568.8,MF,78,83,71,74,81,73,76,matheusnunes
Rasmus Hojlund,22,Denmark,Striker,Manchester United,PremierLeague,UEFA,568.8,FW,78,85,77,59,74,33,84,hojlundrasmus
Giorgio Scalvini,21,Italy,Centre_Back,Atalanta BC,Serie_A,UEFA,568.8,DF,78,55,35,57,61,80,73,giorgioscalvini
Jhon Duran,21,Colombia,Striker,Fenerbahce,SuperLig,CONMEBOL,568.8,FW,74,78,75,58,71,32,77,duranjhon
Antonee Robinson,27,United States,Left_Back,Fulham FC,PremierLeague,CONCACAF,568.8,DF,79,88,46,71,77,74,77,antoneerobinson
Giuliano Simeone,22,Argentina,Right_Winger,Atlético de Madrid,LaLiga,CONMEBOL,568.8,FW,72,82,69,58,70,26,79,giulianosimeone
Andrey Santos,21,Brazil,Central_Midfielder,Chelsea FC,PremierLeague,CONMEBOL,568.8,MF,73,74,65,70,75,70,69,andreysantos
Igor Paixao,25,Brazil,Left_Winger,Feyenoord Rotterdam,Eredivisie,CONMEBOL,568.8,FW,77,85,73,72,79,32,66,igorpaixao
Elliot Anderson,22,England,Central_Midfielder,Nottingham Forest,PremierLeague,UEFA,520.0,MF,75,72,66,72,79,69,77,andersonelliot
Georginio Rutter,23,France,Striker,Brighton & Hove Albion,PremierLeague,UEFA,520.0,FW,75,79,69,70,79,42,70,georginiorutter
Josip Stanisic,25,Croatia,Right_Back,Bayern Munich,Bundesliga,UEFA,520.0,DF,77,73,44,65,69,78,74,josipstanisic
Mohamed Amoura,25,Algeria,Striker,VfL Wolfsburg,Bundesliga,CAF,520.0,FW,75,93,77,62,77,46,55,amouramohamed
Pape Matar Sarr,22,Senegal,Central_Midfielder,Tottenham Hotspur,PremierLeague,CAF,520.0,MF,79,70,65,75,78,76,75,matarpapesarr
Yoane Wissa,28,Congo,Striker,Brentford FC,PremierLeague,CAF,520.0,FW,79,85,79,70,79,29,71,wissayoane
Lewis Hall,20,England,Left_Back,Newcastle United,PremierLeague,UEFA,520.0,DF,73,74,62,74,75,68,59,halllewis
Antonio Silva,21,Portugal,Centre_Back,SL Benfica,Liga_Portugal,UEFA,520.0,DF,79,80,37,64,69,79,80,antoniosilva
Leroy Sane,29,Germany,Right_Winger,Galatasaray,SuperLig,UEFA,520.0,FW,85,90,83,80,86,37,70,leroysane
Jacob Ramsey,24,England,Side_Midfielder,Aston Villa,PremierLeague,UEFA,520.0,MF,78,78,75,73,80,68,74,jacobramsey
Guglielmo Vicario,28,Italy,Goalkeeper,Tottenham Hotspur,PremierLeague,UEFA,520.0,GK,84,84,80,79,87,52,84,guglielmovicario
Pau Torres,28,Spain,Centre_Back,Aston Villa,PremierLeague,UEFA,520.0,DF,82,70,41,77,70,83,79,pautorres
Matteo Guendouzi,26,France,Central_Midfielder,SS Lazio,Serie_A,UEFA,520.0,MF,80,72,71,78,79,75,81,guendouzimatteo
Alan Varela,24,Argentina,Defensive_Midfielder,FC Porto,Liga_Portugal,CONMEBOL,520.0,MF,78,67,62,74,73,74,78,alanvarela
Ardon Jashari,22,Switzerland,Defensive_Midfielder,Club Brugge KV,Jupiler_ProLeague,UEFA,520.0,MF,73,68,64,71,72,68,80,ardonjashari
Jan Paul van Hecke,25,Netherlands,Centre_Back,Brighton & Hove Albion,PremierLeague,UEFA,520.0,DF,76,55,45,58,65,77,77,heckejanpaulvan
Tomas Araujo,23,Portugal,Centre_Back,SL Benfica,Liga_Portugal,UEFA,520.0,DF,73,79,29,65,66,72,79,araujotomas
Gabriel Jesus,28,Brazil,Striker,Arsenal FC,PremierLeague,CONMEBOL,520.0,FW,82,83,80,75,88,39,77,gabrieljesus
Malik Tillman,23,United States,Attacking_Midfielder,Bayer 04 Leverkusen,Bundesliga,CONCACAF,520.0,MF,77,80,68,72,80,62,72,maliktillman
Youssouf Fofana,26,France,Defensive_Midfielder,AC Milan,Serie_A,UEFA,487.5,MF,81,69,68,74,77,78,80,fofanayoussouf
Takefusa Kubo,24,Japan,Right_Winger,Real Sociedad,LaLiga,AFC,487.5,FW,81,84,76,76,83,40,60,kubotakefusa
Randal Kolo Muani,26,France,Striker,Paris Saint-Germain,Ligue1,UEFA,487.5,FW,82,90,80,71,81,38,67,kolomuanirandal
Moussa Diaby,26,France,Right_Winger,Al-Ittihad Club,Saudi_ProLeague,UEFA,487.5,FW,83,95,75,74,86,43,53,diabymoussa
Matias Soule,22,Argentina,Right_Winger,AS Roma,Serie_A,CONMEBOL,487.5,FW,77,75,69,74,81,36,56,matiassoule
Pervis Estupinan,27,Ecuador,Left_Back,AC Milan,Serie_A,CONMEBOL,487.5,DF,80,78,57,75,79,77,75,estupinanpervis
Hakan Calhanoglu,31,Turkey,Defensive_Midfielder,Inter Milan,Serie_A,UEFA,487.5,MF,86,71,80,87,85,79,76,calhanogluhakan
Diogo Dalot,26,Portugal,Right_Back,Manchester United,PremierLeague,UEFA,487.5,DF,82,85,63,77,80,79,79,dalotdiogo
Kingsley Coman,29,France,Left_Winger,Bayern Munich,Bundesliga,UEFA,487.5,FW,84,89,75,79,87,30,62,comankingsley
Yeremy Pino,22,Spain,Right_Winger,Villarreal CF,LaLiga,UEFA,487.5,FW,79,76,73,76,79,38,46,pinoyeremy
Denis Zakaria,28,Switzerland,Defensive_Midfielder,AS Monaco,Ligue1,UEFA,487.5,MF,79,80,67,72,76,78,84,deniszakaria
Isak Hien,26,Sweden,Centre_Back,Atalanta BC,Serie_A,UEFA,487.5,DF,78,70,37,49,56,78,78,hienisak
Eder Militao,27,Brazil,Centre_Back,Real Madrid,LaLiga,CONMEBOL,487.5,DF,85,85,50,69,71,85,82,edermilitao
Emile Smith Rowe,24,England,Attacking_Midfielder,Fulham FC,PremierLeague,UEFA,487.5,MF,77,76,71,74,80,43,61,emilerowesmith
Kevin Schade,23,Germany,Left_Winger,Brentford FC,PremierLeague,UEFA,487.5,FW,72,94,65,59,73,29,64,kevinschade
Joshua Zirkzee,24,Netherlands,Striker,Manchester United,PremierLeague,UEFA,487.5,FW,79,73,77,72,83,37,73,joshuazirkzee
Jorgen Strand Larsen,25,Norway,Striker,Wolverhampton Wanderers,PremierLeague,UEFA,487.5,FW,75,77,75,58,69,32,82,jorgenlarsenstrand
Yankuba Minteh,21,Gambia,Right_Winger,Brighton & Hove Albion,PremierLeague,CAF,487.5,FW,74,95,65,61,79,45,56,mintehyankuba
Reece James,25,England,Right_Back,Chelsea FC,PremierLeague,UEFA,487.5,DF,82,78,72,83,82,82,82,jamesreece
Reece James,25,England,Right_Back,Chelsea FC,PremierLeague,UEFA,487.5,DF,66,70,50,57,65,63,64,jamesreece
Nicolo Rovella,23,Italy,Defensive_Midfielder,SS Lazio,Serie_A,UEFA,487.5,MF,78,77,63,76,77,75,73,nicolorovella
Amine Gouiri,25,Algeria,Striker,Olympique Marseille,Ligue1,CAF,487.5,FW,78,77,80,75,79,45,71,aminegouiri
Malick Fofana,20,Belgium,Left_Winger,Olympique Lyon,Ligue1,UEFA,487.5,FW,72,87,62,64,79,35,42,fofanamalick
Jonathan Tah,29,Germany,Centre_Back,Bayern Munich,Bundesliga,UEFA,487.5,DF,86,71,38,60,62,86,84,jonathantah
Tom Bischof,20,Germany,Central_Midfielder,Bayern Munich,Bundesliga,UEFA,487.5,MF,68,61,55,66,73,44,51,bischoftom
Bart Verbruggen,22,Netherlands,Goalkeeper,Brighton & Hove Albion,PremierLeague,UEFA,487.5,GK,76,78,72,74,81,56,69,bartverbruggen
Pedro Goncalves,27,Portugal,Left_Winger,Sporting CP,Liga_Portugal,UEFA,487.5,FW,83,78,82,84,84,63,68,goncalvespedro
Orkun Kokcu,24,Turkey,Central_Midfielder,Besiktas JK,SuperLig,UEFA,487.5,MF,81,72,76,83,80,68,79,kokcuorkun
Quinten Timber,24,Netherlands,Central_Midfielder,Feyenoord Rotterdam,Eredivisie,UEFA,487.5,MF,79,77,76,75,79,75,81,quintentimber
Jean-Philippe Mateta,28,France,Striker,Crystal Palace,PremierLeague,UEFA,487.5,FW,79,76,78,63,73,39,82,jeanmatetaphilippe
Evan Ndicka,25,Cote d'Ivoire,Centre_Back,AS Roma,Serie_A,CAF,487.5,DF,77,74,53,68,69,77,77,evanndicka
Marc Casado,21,Spain,Defensive_Midfielder,FC Barcelona,LaLiga,UEFA,487.5,MF,65,58,54,62,66,62,53,casadomarc
Mario Gila,24,Spain,Centre_Back,SS Lazio,Serie_A,UEFA,487.5,DF,76,75,53,67,72,78,68,gilamario
Zeno Debast,21,Belgium,Centre_Back,Sporting CP,Liga_Portugal,UEFA,487.5,DF,76,66,53,71,72,76,76,debastzeno
Samuele Ricci,23,Italy,Defensive_Midfielder,AC Milan,Serie_A,UEFA,487.5,MF,77,73,55,72,78,73,68,riccisamuele
David Neres,28,Brazil,Right_Winger,SSC Napoli,Serie_A,CONMEBOL,487.5,FW,80,86,75,75,86,43,64,davidneres
Douglas Luiz,27,Brazil,Central_Midfielder,Juventus FC,Serie_A,CONMEBOL,487.5,MF,83,66,78,85,80,75,76,douglasluiz
Lucas Chevalier,23,France,Goalkeeper,LOSC Lille,Ligue1,UEFA,487.5,GK,80,80,79,72,83,45,78,chevalierlucas
Nick Woltemade,23,Germany,Striker,VfB Stuttgart,Bundesliga,UEFA,487.5,FW,69,68,66,62,70,39,69,nickwoltemade
David Hancko,27,Slovakia,Centre_Back,Atlético de Madrid,LaLiga,UEFA,487.5,DF,81,78,66,72,74,81,80,davidhancko
Santiago Gimenez,24,Mexico,Striker,AC Milan,Serie_A,CONCACAF,487.5,FW,79,79,80,70,76,49,75,gimenezsantiago
Rodrigo Bentancur,28,Uruguay,Defensive_Midfielder,Tottenham Hotspur,PremierLeague,CONMEBOL,487.5,MF,81,67,68,80,82,79,76,bentancurrodrigo
Manuel Locatelli,27,Italy,Defensive_Midfielder,Juventus FC,Serie_A,UEFA,487.5,MF,83,64,70,80,78,79,80,locatellimanuel
Franco Mastantuono,17,Argentina,Right_Winger,CA River Plate,Liga_Profesional,CONMEBOL,487.5,FW,69,75,62,67,72,48,63,francomastantuono
Mika Biereth,22,Denmark,Striker,AS Monaco,Ligue1,UEFA,487.5,FW,68,79,68,54,64,30,72,bierethmika
Johan Bakayoko,22,Belgium,Right_Winger,RB Leipzig,Bundesliga,UEFA,487.5,FW,79,86,71,70,82,33,63,bakayokojohan
Artem Dovbyk,28,Ukraine,Striker,AS Roma,Serie_A,UEFA,487.5,FW,84,84,85,69,79,34,81,artemdovbyk
Conor Bradley,22,Northern Ireland,Right_Back,Liverpool FC,PremierLeague,UEFA,487.5,DF,75,82,59,66,73,70,72,bradleyconor
Giorgi Mamardashvili,24,Georgia,Goalkeeper,Liverpool FC,PremierLeague,UEFA,487.5,GK,85,86,83,72,85,48,85,giorgimamardashvili
Harvey Elliott,22,England,Attacking_Midfielder,Liverpool FC,PremierLeague,UEFA,487.5,MF,78,74,71,77,81,53,50,elliottharvey
Lucas Paqueta,27,Brazil,Attacking_Midfielder,West Ham United,PremierLeague,CONMEBOL,455.0,MF,82,72,77,79,85,69,79,lucaspaqueta
Sam Beukema,26,Netherlands,Centre_Back,SSC Napoli,Serie_A,UEFA,455.0,DF,77,49,55,60,62,78,76,beukemasam
Kenneth Taylor,23,Netherlands,Central_Midfielder,Ajax Amsterdam,Eredivisie,UEFA,455.0,MF,74,74,68,76,74,60,69,kennethtaylor
Manuel Akanji,30,Switzerland,Centre_Back,Manchester City,PremierLeague,UEFA,455.0,DF,84,78,48,71,75,85,82,akanjimanuel
Unai Simon,28,Spain,Goalkeeper,Athletic Bilbao,LaLiga,UEFA,455.0,GK,86,85,81,78,86,49,85,simonunai
Jack Grealish,29,England,Left_Winger,Manchester City,PremierLeague,UEFA,455.0,FW,84,76,76,82,88,53,73,grealishjack
Jadon Sancho,25,England,Left_Winger,Manchester United,PremierLeague,UEFA,455.0,FW,82,79,69,78,89,32,50,jadonsancho
Vitaliy Mykolenko,26,Ukraine,Left_Back,Everton FC,PremierLeague,UEFA,455.0,DF,77,75,51,65,61,76,69,mykolenkovitaliy
Bafode Diakite,24,France,Centre_Back,LOSC Lille,Ligue1,UEFA,455.0,DF,77,75,41,63,70,76,77,bafodediakite
Lewis Ferguson,25,Scotland,Central_Midfielder,Bologna FC 1909,Serie_A,UEFA,455.0,MF,79,75,78,75,80,73,82,fergusonlewis
Pierre Kalulu,25,France,Centre_Back,Juventus FC,Serie_A,UEFA,455.0,DF,78,78,50,68,69,79,74,kalulupierre
Mikkel Damsgaard,25,Denmark,Attacking_Midfielder,Brentford FC,PremierLeague,UEFA,455.0,MF,73,81,69,71,78,61,65,damsgaardmikkel
Mason Mount,26,England,Attacking_Midfielder,Manchester United,PremierLeague,UEFA,455.0,MF,78,70,77,81,79,61,65,masonmount
Ian Maatsen,23,Netherlands,Left_Back,Aston Villa,PremierLeague,UEFA,455.0,DF,79,86,65,75,81,72,63,ianmaatsen
Nathan Collins,24,Ireland,Centre_Back,Brentford FC,PremierLeague,UEFA,455.0,DF,75,61,30,55,62,76,76,collinsnathan
Antonio Nusa,20,Norway,Left_Winger,RB Leipzig,Bundesliga,UEFA,455.0,FW,72,89,64,65,79,41,59,antonionusa
Toti,26,Portugal,Centre_Back,Wolverhampton Wanderers,PremierLeague,UEFA,455.0,DF,76,79,47,65,66,76,76,toti
Anatoliy Trubin,23,Ukraine,Goalkeeper,SL Benfica,Liga_Portugal,UEFA,455.0,GK,78,72,76,77,82,45,84,anatoliytrubin
Francisco Conceicao,22,Portugal,Right_Winger,Juventus FC,Serie_A,UEFA,455.0,FW,78,87,67,71,83,36,50,conceicaofrancisco
Alex Iwobi,29,Nigeria,Left_Winger,Fulham FC,PremierLeague,CAF,455.0,FW,77,75,65,72,80,56,75,alexiwobi
Danilo,24,Brazil,Defensive_Midfielder,Botafogo de Futebol e Regatas,Brasileiro_SerieA,CONMEBOL,455.0,MF,82,76,67,74,74,84,77,danilo
Danilo,24,Brazil,Defensive_Midfielder,Botafogo de Futebol e Regatas,Brasileiro_SerieA,CONMEBOL,455.0,MF,76,68,63,69,73,73,70,danilo
Danilo,24,Brazil,Defensive_Midfielder,Botafogo de Futebol e Regatas,Brasileiro_SerieA,CONMEBOL,455.0,MF,74,74,74,61,74,25,70,danilo
Danilo,24,Brazil,Defensive_Midfielder,Botafogo de Futebol e Regatas,Brasileiro_SerieA,CONMEBOL,455.0,MF,71,71,59,64,72,69,70,danilo
Leon Bailey,27,Jamaica,Right_Winger,Aston Villa,PremierLeague,CONCACAF,455.0,FW,82,90,78,77,86,38,62,baileyleon
Joel Ordonez,21,Ecuador,Centre_Back,Club Brugge KV,Jupiler_ProLeague,CONMEBOL,455.0,DF,69,67,26,51,54,68,74,joelordonez
Bilal El Khannouss,21,Morocco,Attacking_Midfielder,Leicester City,Championship,CAF,455.0,MF,76,71,60,78,81,37,56,bilalelkhannouss
Felix Nmecha,24,Germany,Central_Midfielder,Borussia Dortmund,Bundesliga,UEFA,455.0,MF,77,80,69,71,80,75,81,felixnmecha
Simon Adingra,23,Cote d'Ivoire,Left_Winger,Sunderland AFC,PremierLeague,CAF,455.0,FW,76,88,70,69,80,30,52,adingrasimon
Eliesse Ben Seghir,20,Morocco,Left_Winger,AS Monaco,Ligue1,CAF,455.0,FW,73,77,73,65,77,28,54,beneliesseseghir
Jakub Kiwior,25,Poland,Centre_Back,Arsenal FC,PremierLeague,UEFA,455.0,DF,76,69,37,66,63,77,77,jakubkiwior
Dango Ouattara,23,Burkina Faso,Left_Winger,AFC Bournemouth,PremierLeague,CAF,455.0,FW,74,85,68,65,77,47,57,dangoouattara
Patrik Schick,29,Czech Republic,Striker,Bayer 04 Leverkusen,Bundesliga,UEFA,438.8,FW,82,74,81,71,81,37,76,patrikschick
Joachim Andersen,29,Denmark,Centre_Back,Fulham FC,PremierLeague,UEFA,438.8,DF,80,52,57,72,66,79,84,andersenjoachim
Ismael Saibari,24,Morocco,Central_Midfielder,PSV Eindhoven,Eredivisie,CAF,438.8,MF,76,81,69,72,79,47,76,ismaelsaibari
Carlos Augusto,26,Brazil,Left_Back,Inter Milan,Serie_A,CONMEBOL,422.5,DF,79,81,72,77,80,75,80,augustocarlos
Marco Carnesecchi,25,Italy,Goalkeeper,Atalanta BC,Serie_A,UEFA,406.2,GK,82,84,79,71,85,30,83,carnesecchimarco
Mile Svilar,25,Serbia,Goalkeeper,AS Roma,Serie_A,UEFA,406.2,GK,75,75,73,70,78,58,75,milesvilar
Benjamin Pavard,29,France,Centre_Back,Inter Milan,Serie_A,UEFA,406.2,DF,84,75,67,75,75,86,81,benjaminpavard
Hiroki Ito,26,Japan,Centre_Back,Bayern Munich,Bundesliga,AFC,406.2,DF,79,77,57,71,72,80,75,hirokiito
Kang-in Lee,24,"Korea, South",Right_Winger,Paris Saint-Germain,Ligue1,AFC,406.2,FW,79,74,74,80,82,50,66,inkanglee
Konrad Laimer,28,Austria,Right_Back,Bayern Munich,Bundesliga,UEFA,406.2,DF,83,80,69,77,77,82,78,konradlaimer
Riccardo Orsolini,28,Italy,Right_Winger,Bologna FC 1909,Serie_A,UEFA,406.2,FW,81,79,80,78,83,49,67,orsoliniriccardo
Ruben Neves,28,Portugal,Defensive_Midfielder,Al-Hilal SFC,Saudi_ProLeague,UEFA,406.2,MF,84,57,75,86,77,77,77,nevesruben
Tyler Dibling,19,England,Right_Winger,Southampton FC,Championship,UEFA,406.2,FW,59,77,51,51,64,25,49,diblingtyler
Lucas Beraldo,21,Brazil,Centre_Back,Paris Saint-Germain,Ligue1,CONMEBOL,406.2,DF,77,68,38,65,67,76,74,beraldolucas
Noa Lang,26,Netherlands,Left_Winger,SSC Napoli,Serie_A,UEFA,406.2,FW,79,82,75,72,84,50,70,langnoa
Trevoh Chalobah,26,England,Centre_Back,Chelsea FC,PremierLeague,UEFA,406.2,DF,78,67,50,67,67,78,78,chalobahtrevoh
Ritsu Doan,27,Japan,Right_Winger,SC Freiburg,Bundesliga,AFC,406.2,FW,78,78,64,74,83,40,60,doanritsu
John Stones,31,England,Centre_Back,Manchester City,PremierLeague,UEFA,406.2,DF,85,69,58,75,79,85,77,johnstones
Rodrigo De Paul,31,Argentina,Central_Midfielder,Inter Miami CF,MLS,CONMEBOL,406.2,MF,84,76,77,83,82,76,82,depaulrodrigo
Ivan Toney,29,England,Striker,Al-Ahli SFC,Saudi_ProLeague,UEFA,406.2,FW,80,77,81,71,75,51,81,ivantoney
Patrick Dorgu,20,Denmark,Left_Back,Manchester United,PremierLeague,UEFA,406.2,DF,64,78,50,54,67,57,48,dorgupatrick
Donyell Malen,26,Netherlands,Right_Winger,Aston Villa,PremierLeague,UEFA,406.2,FW,83,89,81,74,85,35,72,donyellmalen
Facundo Medina,26,Argentina,Centre_Back,Olympique Marseille,Ligue1,CONMEBOL,406.2,DF,80,73,36,69,72,80,79,facundomedina
Daniel Munoz,29,Colombia,Right_Back,Crystal Palace,PremierLeague,CONMEBOL,406.2,DF,80,84,66,72,76,75,82,danielmunoz
Sander Berge,27,Norway,Defensive_Midfielder,Fulham FC,PremierLeague,UEFA,406.2,MF,76,53,65,73,71,75,85,bergesander
Alexander Sorloth,29,Norway,Striker,Atlético de Madrid,LaLiga,UEFA,406.2,FW,82,79,82,70,76,36,85,alexandersorloth
Marcos Llorente,30,Spain,Side_Midfielder,Atlético de Madrid,LaLiga,UEFA,406.2,MF,83,89,79,78,80,79,81,llorentemarcos
Luis Henrique,23,Brazil,Side_Midfielder,Inter Milan,Serie_A,CONMEBOL,406.2,MF,74,82,67,71,73,45,72,henriqueluis
Luis Henrique,23,Brazil,Side_Midfielder,Inter Milan,Serie_A,CONMEBOL,406.2,MF,60,59,57,58,60,31,62,henriqueluis
Stanislav Lobotka,30,Slovakia,Defensive_Midfielder,SSC Napoli,Serie_A,UEFA,406.2,MF,82,72,69,80,81,75,75,lobotkastanislav
Javi Guerra,22,Spain,Central_Midfielder,Valencia CF,LaLiga,UEFA,406.2,MF,75,74,70,72,75,72,72,guerrajavi
Joey Veerman,26,Netherlands,Central_Midfielder,PSV Eindhoven,Eredivisie,UEFA,406.2,MF,81,55,72,85,77,66,72,joeyveerman
Maximilian Beier,22,Germany,Striker,Borussia Dortmund,Bundesliga,UEFA,406.2,FW,78,89,79,65,79,26,60,beiermaximilian
Dwight McNeil,25,England,Left_Winger,Everton FC,PremierLeague,UEFA,406.2,FW,77,68,73,77,78,55,68,dwightmcneil
Giacomo Raspadori,25,Italy,Striker,SSC Napoli,Serie_A,UEFA,406.2,FW,78,79,77,68,82,27,56,giacomoraspadori
Radu Dragusin,23,Romania,Centre_Back,Tottenham Hotspur,PremierLeague,UEFA,406.2,DF,75,73,37,53,65,75,75,dragusinradu
Brajan Gruda,21,Germany,Right_Winger,Brighton & Hove Albion,PremierLeague,UEFA,406.2,FW,74,78,71,69,81,30,67,brajangruda
Joan Garcia,24,Spain,Goalkeeper,FC Barcelona,LaLiga,UEFA,406.2,GK,76,76,75,70,76,45,74,garciajoan
Dilane Bakwa,22,France,Right_Winger,RC Strasbourg Alsace,Ligue1,UEFA,406.2,FW,75,85,68,70,78,30,62,bakwadilane
Emanuel Emegha,22,Netherlands,Striker,RC Strasbourg Alsace,Ligue1,UEFA,406.2,FW,73,81,71,56,69,30,74,emanuelemegha
Konstantinos Koulierakis,21,Greece,Centre_Back,VfL Wolfsburg,Bundesliga,UEFA,406.2,DF,74,69,43,56,63,74,75,konstantinoskoulierakis
Oscar Bobb,22,Norway,Right_Winger,Manchester City,PremierLeague,UEFA,406.2,FW,72,80,62,71,79,33,41,bobboscar
Nuno Tavares,25,Portugal,Left_Back,SS Lazio,Serie_A,UEFA,406.2,DF,74,84,65,69,72,68,76,nunotavares
Calvin Bassey,25,Nigeria,Centre_Back,Fulham FC,PremierLeague,CAF,406.2,DF,76,82,44,62,67,74,86,basseycalvin
Evann Guessand,24,Cote d'Ivoire,Striker,OGC Nice,Ligue1,CAF,406.2,FW,74,80,72,56,70,27,70,evannguessand
Odilon Kossounou,24,Cote d'Ivoire,Centre_Back,Atalanta BC,Serie_A,CAF,406.2,DF,81,80,32,64,67,82,80,kossounouodilon
Yves Bissouma,28,Mali,Defensive_Midfielder,Tottenham Hotspur,PremierLeague,CAF,406.2,MF,80,71,67,75,81,78,77,bissoumayves
Loic Bade,25,France,Centre_Back,Sevilla FC,LaLiga,UEFA,406.2,DF,77,55,45,56,63,77,77,badeloic
Maximilian Kilman,28,England,Centre_Back,West Ham United,PremierLeague,UEFA,406.2,DF,77,61,42,66,64,77,78,kilmanmaximilian
Tyrick Mitchell,25,England,Left_Back,Crystal Palace,PremierLeague,UEFA,406.2,DF,77,75,41,62,73,76,69,mitchelltyrick
Renato Veiga,21,Portugal,Centre_Back,Chelsea FC,PremierLeague,UEFA,406.2,DF,72,73,60,70,70,70,72,renatoveiga
Evan Ferguson,20,Ireland,Striker,AS Roma,Serie_A,UEFA,406.2,FW,74,72,76,60,71,20,70,evanferguson
Callum Hudson-Odoi,24,England,Left_Winger,Nottingham Forest,PremierLeague,UEFA,406.2,FW,77,82,72,73,80,48,60,callumhudsonodoi
Ferdi Kadioglu,25,Turkey,Left_Back,Brighton & Hove Albion,PremierLeague,UEFA,406.2,DF,81,88,65,75,85,75,76,ferdikadioglu
Pietro Comuzzo,20,Italy,Centre_Back,ACF Fiorentina,Serie_A,UEFA,406.2,DF,60,41,27,38,37,63,55,comuzzopietro
Matty Cash,27,Poland,Right_Back,Aston Villa,PremierLeague,UEFA,406.2,DF,79,77,66,71,75,75,76,cashmatty
Mats Wieffer,25,Netherlands,Defensive_Midfielder,Brighton & Hove Albion,PremierLeague,UEFA,406.2,MF,80,70,66,74,75,76,83,matswieffer
Jean-Clair Todibo,25,France,Centre_Back,West Ham United,PremierLeague,UEFA,406.2,DF,80,81,47,64,69,80,78,clairjeantodibo
Johnny Cardoso,23,United States,Central_Midfielder,Atlético de Madrid,LaLiga,CONCACAF,406.2,MF,76,73,66,72,75,75,67,cardosojohnny
Edson Alvarez,27,Mexico,Defensive_Midfielder,West Ham United,PremierLeague,CONCACAF,406.2,MF,81,66,58,69,72,83,87,alvarezedson
Julian Brandt,29,Germany,Attacking_Midfielder,Borussia Dortmund,Bundesliga,UEFA,406.2,MF,85,71,79,85,86,50,70,brandtjulian
Kevin Danso,26,Austria,Centre_Back,Tottenham Hotspur,PremierLeague,UEFA,406.2,DF,80,75,32,57,62,80,85,dansokevin
Nathan Ake,30,Netherlands,Centre_Back,Manchester City,PremierLeague,UEFA,406.2,DF,84,76,53,72,75,84,77,akenathan
