Name,Age,Nation,Position,Club,League,Confederation,MarketValue,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Anouar Ait El Hadj,23,Belgium,Attacking_Midfielder,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,49,MF,70,71,63,69,75,44,60
Ante Budimir,34,Croatia,Striker,CA Osasuna,LaLiga,UEFA,81,FW,78,59,79,52,74,35,77
Ante Crnac,21,Croatia,Striker,Norwich City,Championship,UEFA,130,FW,66,78,68,50,66,26,70
Ante Palaversa,25,Croatia,Defensive_Midfielder,Aberdeen FC,Scottish_Premiership,UEFA,10,MF,64,51,65,61,64,62,66
Anthony Caci,28,France,Right_Back,1.FSV Mainz 05,Bundesliga,UEFA,195,DF,74,69,54,70,70,72,74
Anthony Gordon,24,England,Left_Winger,Newcastle United,PremierLeague,UEFA,1056,FW,82,91,78,76,81,49,71
Anthony Kalik,27,Australia,Attacking_Midfielder,HNK Hajduk Split,SuperSport_HNL,AFC,16,MF,66,72,61,65,66,56,73
Anthony Lopes,34,Portugal,Goalkeeper,FC Nantes,Ligue1,UEFA,20,GK,79,80,76,69,83,65,76
Anthony Mandrea,28,Algeria,Goalkeeper,SM Caen,Other_leagues,CAF,16,GK,70,71,64,63,74,44,71
Anthony Moris,35,Luxembourg,Goalkeeper,Al-Khaleej FC,Saudi_ProLeague,UEFA,29,GK,73,74,70,79,75,47,71
Anthony Nwakaeme,36,Nigeria,Left_Winger,Trabzonspor,SuperLig,CAF,10,FW,76,74,76,73,78,39,79
Anthony Patterson,25,England,Goalkeeper,Sunderland AFC,PremierLeague,UEFA,228,GK,72,71,69,72,75,24,68
Anthony Racioppi,26,Switzerland,Goalkeeper,FC Sion,Swiss_SuperLeague,UEFA,16,GK,71,73,68,65,71,30,69
Anthony Ralston,26,Scotland,Right_Back,Celtic FC,Scottish_Premiership,UEFA,24,DF,71,76,59,69,69,64,78
Anthony Rouault,24,France,Centre_Back,Stade Rennais FC,Ligue1,UEFA,162,DF,75,64,30,61,60,76,73
Anto Grgic,28,Switzerland,Central_Midfielder,FC Lugano,Swiss_SuperLeague,UEFA,24,MF,70,61,68,75,67,64,74
Antoine Griezmann,34,France,Striker,Atlético de Madrid,LaLiga,UEFA,292,FW,88,80,88,87,89,59,75
Antoine Makoumbou,27,Congo,Defensive_Midfielder,Samsunspor,SuperLig,CAF,57,MF,73,72,59,67,76,68,78
Antonee Robinson,27,United States,Left_Back,Fulham FC,PremierLeague,CONCACAF,569,DF,79,88,46,71,77,74,77
Anton Gaaei,22,Denmark,Right_Back,Ajax Amsterdam,Eredivisie,UEFA,114,DF,67,83,48,57,65,58,67
Antoni Kozubal,20,Poland,Defensive_Midfielder,Lech Poznan,Ekstraklasa,UEFA,81,MF,63,68,54,57,63,53,73
Antoni Milambo,20,Netherlands,Attacking_Midfielder,Brentford FC,PremierLeague,UEFA,292,MF,66,68,58,64,70,44,55
Antonin Kinsky,22,Czech Republic,Goalkeeper,Tottenham Hotspur,PremierLeague,UEFA,244,GK,72,73,72,74,74,25,72
Antonio Blanco,25,Spain,Defensive_Midfielder,Deportivo Alavés,LaLiga,UEFA,162,MF,74,52,57,68,67,70,62
Antonio Portales,29,Mexico,Centre_Back,Dundee FC,Scottish_Premiership,CONCACAF,15,DF,65,64,41,54,55,63,72
Antonio Raimondo,21,Italy,Striker,Frosinone Calcio,Serie_B,UEFA,62,FW,69,67,68,60,70,28,61
Antonio Rudiger,32,Germany,Centre_Back,Real Madrid,LaLiga,UEFA,325,DF,88,82,55,73,70,86,86
Antonio Silva,21,Portugal,Centre_Back,SL Benfica,Liga_Portugal,UEFA,520,DF,79,80,37,64,69,79,80
Anton Kade,21,Germany,Side_Midfielder,FC Basel 1893,Swiss_SuperLeague,UEFA,81,MF,66,76,63,58,69,25,54
Anton Stach,26,Germany,Defensive_Midfielder,Leeds United,PremierLeague,UEFA,228,MF,77,73,68,74,72,77,80
Ao Tanaka,26,Japan,Defensive_Midfielder,Leeds United,PremierLeague,AFC,162,MF,73,68,67,69,72,70,70
Archie Goodwin,20,Australia,Striker,Adelaide United,A_League,AFC,9,FW,59,71,59,47,59,31,57
Archie Gray,19,England,Defensive_Midfielder,Tottenham Hotspur,PremierLeague,UEFA,618,MF,73,75,60,70,74,70,72
Ardon Jashari,22,Switzerland,Defensive_Midfielder,Club Brugge KV,Jupiler_ProLeague,UEFA,520,MF,73,68,64,71,72,68,80
Arijanet Muric,26,Kosovo,Goalkeeper,Ipswich Town,Championship,UEFA,81,GK,75,76,73,79,77,45,74
Armand Lauriente,26,France,Left_Winger,US Sassuolo,Serie_A,UEFA,244,FW,78,80,76,75,80,35,61
Armando Broja,23,Albania,Striker,Chelsea FC,PremierLeague,UEFA,195,FW,73,74,73,53,72,30,75
Armando Sadiku,34,Albania,Striker,FC Goa,Indian_SuperLeague,UEFA,6,FW,68,65,69,50,63,38,65
Arnaud Bodart,27,Belgium,Goalkeeper,LOSC Lille,Ligue1,UEFA,41,GK,74,77,71,69,74,55,74
Arnaud Kalimuendo,23,France,Striker,Stade Rennais FC,Ligue1,UEFA,358,FW,77,80,76,60,78,29,67
Arnau Martinez,22,Spain,Right_Back,Girona FC,LaLiga,UEFA,162,DF,79,80,50,72,74,74,70
Arnau Tenas,24,Spain,Goalkeeper,Paris Saint-Germain,Ligue1,UEFA,49,GK,74,73,70,80,77,52,72
Arne Engels,21,Belgium,Central_Midfielder,Celtic FC,Scottish_Premiership,UEFA,195,MF,72,71,64,73,74,63,72
Arouna Sangante,23,Senegal,Centre_Back,Le Havre AC,Ligue1,CAF,130,DF,73,58,34,59,59,73,75
Arsen Zakharyan,22,Russia,Attacking_Midfielder,Real Sociedad,LaLiga,UEFA,146,MF,74,79,70,74,72,53,60
Artem Bondarenko,24,Ukraine,Attacking_Midfielder,Shakhtar Donetsk,Ukrainian_PremierLeague,UEFA,162,MF,75,75,69,71,75,63,64
Artem Dovbyk,28,Ukraine,Striker,AS Roma,Serie_A,UEFA,488,FW,84,84,85,69,79,34,81
Arthur Atta,22,France,Central_Midfielder,Udinese Calcio,Serie_A,UEFA,130,MF,68,73,55,63,70,62,72
Arthur Cabral,27,Brazil,Striker,Botafogo de Futebol e Regatas,Brasileiro_SerieA,CONMEBOL,162,FW,78,71,78,64,76,32,79
Arthur Desmas,31,France,Goalkeeper,Le Havre AC,Ligue1,UEFA,20,GK,75,75,72,72,76,36,73
Arthur Masuaku,31,Congo,Left_Back,Besiktas JK,SuperLig,CAF,49,DF,76,78,61,73,78,70,79
Arthur Okonkwo,23,England,Goalkeeper,Wrexham AFC,Championship,UEFA,32,GK,66,65,65,63,66,44,67
Arthur Theate,25,Belgium,Centre_Back,Eintracht Frankfurt,Bundesliga,UEFA,390,DF,77,71,40,55,59,78,80
Arthur Vermeeren,20,Belgium,Defensive_Midfielder,RB Leipzig,Bundesliga,UEFA,358,MF,76,75,55,75,77,71,69
Aschraf El Mahdioui,29,Netherlands,Defensive_Midfielder,Al-Taawoun FC,Saudi_ProLeague,UEFA,49,MF,78,65,55,74,73,70,75
Ashley Westwood,35,England,Defensive_Midfielder,Charlotte FC,MLS,UEFA,6,MF,74,54,64,75,71,70,73
Ashley Young,40,England,Right_Back,Ipswich Town,Championship,UEFA,8,DF,73,60,64,75,74,72,70
Assan Ceesay,31,Gambia,Striker,Damac FC,Saudi_ProLeague,CAF,20,FW,69,84,70,57,64,33,69
Assan Ouedraogo,19,Germany,Central_Midfielder,RB Leipzig,Bundesliga,UEFA,114,MF,69,77,56,60,76,45,69
Augusto Batalla,29,Argentina,Goalkeeper,Rayo Vallecano,LaLiga,CONMEBOL,98,GK,76,77,73,74,78,43,74
Aurele Amenda,21,Switzerland,Centre_Back,Eintracht Frankfurt,Bundesliga,UEFA,122,DF,70,72,27,51,47,67,82
Aurelien Tchouameni,25,France,Defensive_Midfielder,Real Madrid,LaLiga,UEFA,1219,MF,85,73,69,79,78,82,82
Auston Trusty,26,United States,Centre_Back,Celtic FC,Scottish_Premiership,CONCACAF,98,DF,72,76,47,56,61,70,80
Axel Disasi,27,France,Centre_Back,Chelsea FC,PremierLeague,UEFA,358,DF,79,57,48,60,59,80,81
Axel Witsel,36,Belgium,Centre_Back,Atlético de Madrid,LaLiga,UEFA,32,DF,80,34,63,77,75,83,75
Ayase Ueda,26,Japan,Striker,Feyenoord Rotterdam,Eredivisie,AFC,130,FW,74,75,75,57,68,28,70
Ayman El Wafi,21,Morocco,Centre_Back,FC Lugano,Swiss_SuperLeague,CAF,65,DF,63,55,33,53,60,62,68
Aymeric Laporte,31,Spain,Centre_Back,Al-Nassr FC,Saudi_ProLeague,UEFA,244,DF,83,55,50,74,70,85,76
Aynsley Pears,27,England,Goalkeeper,Blackburn Rovers,Championship,UEFA,23,GK,68,70,64,65,72,45,65
Ayoub El Kaabi,32,Morocco,Striker,Olympiacos Piraeus,SuperLeague1,CAF,81,FW,78,80,80,61,74,46,70
Ayrton Costa,26,Argentina,Centre_Back,CA Boca Juniors,Liga_Profesional,CONMEBOL,52,DF,72,71,46,62,64,72,72
Ayumu Seko,25,Japan,Centre_Back,Le Havre AC,Ligue1,AFC,16,DF,66,56,36,52,56,67,71
Azor Matusiwa,27,Netherlands,Defensive_Midfielder,Ipswich Town,Championship,UEFA,130,MF,76,51,49,65,70,74,79
Azzedine Ounahi,25,Morocco,Central_Midfielder,Olympique Marseille,Ligue1,CAF,162,MF,75,64,63,73,77,63,66
Badredine Bouanani,20,Algeria,Right_Winger,OGC Nice,Ligue1,CAF,114,FW,69,71,64,68,71,31,51
Bae Jun Ho,21,"Korea, South",Attacking_Midfielder,Stoke City,Championship,AFC,49,MF,71,71,61,68,73,36,55
Bafode Diakite,24,France,Centre_Back,LOSC Lille,Ligue1,UEFA,455,DF,77,75,41,63,70,76,77
Bailey Peacock-Farrell,28,Northern Ireland,Goalkeeper,Blackpool FC,League_One,UEFA,16,GK,70,70,70,71,71,60,69
Bailey Rice,18,Scotland,Defensive_Midfielder,Rangers FC,Scottish_Premiership,UEFA,13,MF,59,52,39,56,62,53,54
Bajung Darboe,18,United States,Attacking_Midfielder,FC Bayern Munich II,Other_leagues,CONCACAF,21,MF,57,55,39,52,58,49,54
Baltasar Rodriguez,22,Argentina,Attacking_Midfielder,Inter Miami CF,MLS,CONMEBOL,73,MF,70,74,60,68,73,52,48
Baltazar,25,Brazil,Central_Midfielder,FC Sion,Swiss_SuperLeague,CONMEBOL,24,MF,66,67,54,62,68,61,68
Bamba Dieng,25,Senegal,Striker,FC Lorient,Ligue1,CAF,49,FW,72,79,73,60,70,33,60
Bartlomiej Dragowski,27,Poland,Goalkeeper,Panathinaikos FC,SuperLeague1,UEFA,49,GK,75,77,71,70,77,37,72
Bartosz Mrozek,25,Poland,Goalkeeper,Lech Poznan,Ekstraklasa,UEFA,57,GK,68,69,67,63,70,38,69
Bartosz Slisz,26,Poland,Defensive_Midfielder,Atlanta United FC,MLS,UEFA,65,MF,70,70,54,66,67,65,73
Bart van Rooij,24,Netherlands,Right_Back,Twente Enschede FC,Eredivisie,UEFA,98,DF,69,78,36,59,66,62,63
Bart Verbruggen,22,Netherlands,Goalkeeper,Brighton & Hove Albion,PremierLeague,UEFA,488,GK,76,78,72,74,81,56,69
Bashir Humphreys,22,England,Left_Back,Burnley FC,PremierLeague,UEFA,114,DF,68,62,35,58,59,68,68
Bastien Toma,26,Switzerland,Central_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,24,MF,68,64,63,66,72,63,67
Batista Mendy,25,France,Defensive_Midfielder,Trabzonspor,SuperLig,UEFA,162,MF,73,62,58,66,68,73,80
Benat Prados,24,Spain,Central_Midfielder,Athletic Bilbao,LaLiga,UEFA,292,MF,76,70,62,74,76,75,76
Ben Brereton Diaz,26,Chile,Striker,Southampton FC,Championship,CONMEBOL,122,FW,73,80,73,66,73,41,78
Ben Cabango,25,Wales,Centre_Back,Swansea City,Championship,UEFA,146,DF,70,62,28,47,52,70,75
Ben Chilwell,28,England,Left_Back,Chelsea FC,PremierLeague,UEFA,244,DF,79,76,60,78,77,75,72
Ben Davies,29,England,Centre_Back,Rangers FC,Scottish_Premiership,UEFA,41,DF,71,66,39,59,64,72,72
Bendeguz Bolla,25,Hungary,Right_Back,Rapid Vienna,Austria_Bundesliga,UEFA,41,DF,67,78,54,60,68,60,65
Ben Doak,19,Scotland,Right_Winger,Liverpool FC,PremierLeague,UEFA,228,FW,66,89,56,53,70,28,52
Benedict Hollerbach,24,Germany,Striker,1.FSV Mainz 05,Bundesliga,UEFA,195,FW,72,84,72,62,74,27,72
Ben Garuccio,30,Australia,Left_Back,Western United FC,A_League,AFC,6,DF,68,81,52,62,66,61,70
Beni Baningime,26,Congo,Defensive_Midfielder,Heart of Midlothian FC,Scottish_Premiership,CAF,24,MF,71,48,52,63,70,69,68
Benie Traore,22,Cote d'Ivoire,Left_Winger,FC Basel 1893,Swiss_SuperLeague,CAF,162,FW,68,86,65,54,75,32,63
Benjamin Andre,34,France,Defensive_Midfielder,LOSC Lille,Ligue1,UEFA,81,MF,80,61,64,73,75,78,83
Benjamin Henrichs,28,Germany,Right_Back,RB Leipzig,Bundesliga,UEFA,244,DF,81,74,54,76,78,79,74
Benjamin Lecomte,34,France,Goalkeeper,Fulham FC,PremierLeague,UEFA,24,GK,77,76,75,77,76,41,75
Benjamin Nygren,24,Sweden,Right_Winger,Celtic FC,Scottish_Premiership,UEFA,98,FW,68,69,67,65,69,22,63
Benjamin Pavard,29,France,Centre_Back,Inter Milan,Serie_A,UEFA,406,DF,84,75,67,75,75,86,81
Benjamin Sesko,22,Slovenia,Striker,RB Leipzig,Bundesliga,UEFA,1138,FW,79,85,78,63,77,46,78
Benjamin Tahirovic,22,Bosnia-Herzegovina,Central_Midfielder,Bröndby IF,Danish_Superligaen,UEFA,49,MF,70,54,50,65,68,64,72
Ben Johnson,25,England,Right_Back,Ipswich Town,Championship,UEFA,130,DF,73,72,40,63,68,73,71
Ben Mee,35,England,Centre_Back,Brentford FC,PremierLeague,UEFA,11,DF,78,45,42,54,57,82,76
Benoit Badiashile,24,France,Centre_Back,Chelsea FC,PremierLeague,UEFA,358,DF,78,62,47,67,60,78,77
Ben Sheaf,27,England,Defensive_Midfielder,Coventry City,Championship,UEFA,114,MF,75,54,47,71,71,74,74
Bento,26,Brazil,Goalkeeper,Al-Nassr FC,Saudi_ProLeague,CONMEBOL,179,GK,80,79,76,77,83,28,81
Ben Waine,24,New Zealand,Striker,Port Vale FC,League_One,OFC,9,FW,64,82,63,55,63,44,75
Ben Warland,28,Australia,Centre_Back,Brisbane Roar,A_League,AFC,6,DF,61,38,34,47,46,60,73
Ben Wilmot,25,England,Centre_Back,Stoke City,Championship,UEFA,78,DF,69,54,39,55,59,70,72
Berat Ozdemir,27,Turkey,Defensive_Midfielder,Basaksehir FK,SuperLig,UEFA,68,MF,72,71,60,70,69,69,76
Berkan Kutlu,27,Turkey,Central_Midfielder,Galatasaray,SuperLig,UEFA,52,MF,71,78,63,62,68,71,77
Berke Ozer,25,Turkey,Goalkeeper,Eyüpspor,SuperLig,UEFA,98,GK,68,66,68,65,71,24,65
Bernardo Silva,30,Portugal,Attacking_Midfielder,Manchester City,PremierLeague,UEFA,618,MF,88,75,78,86,92,71,69
Bernd Leno,33,Germany,Goalkeeper,Fulham FC,PremierLeague,UEFA,162,GK,82,83,79,76,84,53,82
Bertrand Traore,29,Burkina Faso,Right_Winger,Ajax Amsterdam,Eredivisie,CAF,130,FW,76,76,72,72,81,45,62
Bilal Bayazit,26,Turkey,Goalkeeper,Kayserispor,SuperLig,UEFA,32,GK,70,69,65,62,73,24,70
Bilal El Khannouss,21,Morocco,Attacking_Midfielder,Leicester City,Championship,CAF,455,MF,76,71,60,78,81,37,56
Bilal Nadir,21,Morocco,Central_Midfielder,Olympique Marseille,Ligue1,CAF,81,MF,63,58,52,61,63,57,59
Bill Tuiloma,30,New Zealand,Centre_Back,Charlotte FC,MLS,OFC,6,DF,65,62,54,63,59,63,74
Billy Gilmour,24,Scotland,Defensive_Midfielder,SSC Napoli,Serie_A,UEFA,325,MF,75,60,58,75,76,70,62
Birger Meling,30,Norway,Left_Back,FC Copenhagen,Danish_Superligaen,UEFA,41,DF,73,79,55,68,72,69,66
Bjorn Meijer,22,Netherlands,Left_Back,Club Brugge KV,Jupiler_ProLeague,UEFA,65,DF,73,70,62,68,67,70,82
Blair Spittal,29,Scotland,Central_Midfielder,Heart of Midlothian FC,Scottish_Premiership,UEFA,13,MF,68,75,67,68,70,55,67
Bobby Clark,20,England,Central_Midfielder,Red Bull Salzburg,Austria_Bundesliga,UEFA,73,MF,62,68,54,62,69,50,56
Bode Hidalgo,23,United States,Right_Back,Real Salt Lake City,MLS,CONCACAF,24,DF,62,77,43,45,66,58,58
Boris Matic,20,Serbia,Right_Back,Wolfsberger AC,Austria_Bundesliga,UEFA,13,DF,57,69,27,35,54,55,51
Borja Mayoral,28,Spain,Striker,Getafe CF,LaLiga,UEFA,122,FW,79,71,80,71,77,39,67
Boubacar Kamara,25,France,Defensive_Midfielder,Aston Villa,PremierLeague,UEFA,650,MF,82,66,54,74,75,83,80
Boubakary Soumare,26,France,Defensive_Midfielder,Leicester City,Championship,UEFA,195,MF,75,67,56,73,74,70,77
Boulaye Dia,28,Senegal,Striker,SS Lazio,Serie_A,CAF,244,FW,79,81,80,62,77,27,75
Bozhidar Kraev,28,Bulgaria,Left_Winger,Western Sydney Wanderers,A_League,UEFA,11,FW,68,71,66,65,70,47,73
Brad Collins,28,England,Goalkeeper,Coventry City,Championship,UEFA,16,GK,69,70,64,71,70,43,69
Bradley Barcola,22,France,Left_Winger,Paris Saint-Germain,Ligue1,UEFA,1138,FW,80,88,74,75,81,34,64
Bradley Locko,23,France,Left_Back,Stade Brestois 29,Ligue1,UEFA,146,DF,77,75,51,64,73,75,70
Brad Stuver,34,United States,Goalkeeper,Austin FC,MLS,CONCACAF,10,GK,68,68,68,66,69,47,68
Braian Ojeda,25,Paraguay,Central_Midfielder,Real Salt Lake City,MLS,CONMEBOL,65,MF,70,67,54,64,72,66,69
Braian Romero,34,Argentina,Striker,CA Vélez Sarsfield,Liga_Profesional,CONMEBOL,20,FW,71,84,69,63,75,54,75
Brais Mendez,28,Spain,Attacking_Midfielder,Real Sociedad,LaLiga,UEFA,358,MF,81,71,80,82,81,65,73
Branco van den Boomen,30,Netherlands,Central_Midfielder,Ajax Amsterdam,Eredivisie,UEFA,57,MF,76,51,75,83,69,64,72
Brandon Aguilera,22,Costa Rica,Attacking_Midfielder,Rio Ave FC,Liga_Portugal,CONCACAF,24,MF,65,60,55,63,65,46,49
Brandon Borrello,30,Australia,Striker,Western Sydney Wanderers,A_League,AFC,12,FW,69,73,69,65,71,44,76
Brandon Bye,29,United States,Right_Back,New England Revolution,MLS,CONCACAF,32,DF,71,77,58,61,65,68,73
Brandon Mechele,32,Belgium,Centre_Back,Club Brugge KV,Jupiler_ProLeague,UEFA,57,DF,75,51,39,51,53,79,77
Brandon Thomas-Asante,26,Ghana,Striker,Coventry City,Championship,CAF,57,FW,70,83,69,58,70,31,74
Brandt Bronico,30,United States,Central_Midfielder,Charlotte FC,MLS,CONCACAF,24,MF,67,67,59,63,67,64,72
Brayan Cortes,30,Chile,Goalkeeper,CSD Colo-Colo,Primera_División,CONMEBOL,29,GK,74,73,73,74,76,48,71
Brayan Gil,24,El Salvador,Striker,Baltika Kaliningrad,Russian_PremierLiga,CONCACAF,16,FW,68,66,70,45,64,21,71
Brecht Dejaegere,34,Belgium,Central_Midfielder,KV Kortrijk,Other_leagues,UEFA,8,MF,74,67,69,74,74,67,70
Breel Embolo,28,Switzerland,Striker,AS Monaco,Ligue1,UEFA,195,FW,77,78,77,70,74,51,80
Bremer,28,Brazil,Centre_Back,Juventus FC,Serie_A,CONMEBOL,812,DF,86,82,50,58,66,86,85
Brendan Hines-Ike,30,United States,Centre_Back,Austin FC,MLS,CONCACAF,16,DF,64,53,53,54,58,64,73
Brenden Aaronson,24,United States,Attacking_Midfielder,Leeds United,PremierLeague,CONCACAF,244,MF,73,79,65,69,77,55,59
Brian Aguirre,22,Argentina,Left_Winger,CA Boca Juniors,Liga_Profesional,CONMEBOL,65,FW,68,73,61,62,71,32,59
Brian Brobbey,23,Netherlands,Striker,Ajax Amsterdam,Eredivisie,UEFA,358,FW,79,85,76,57,73,30,80
Brian Gutierrez,22,United States,Attacking_Midfielder,Chicago Fire FC,MLS,CONCACAF,81,MF,67,67,61,63,69,39,58
Brian Kaltak,31,Vanuatu,Centre_Back,Perth Glory,A_League,OFC,7,DF,70,84,54,55,55,64,87
Brian White,29,United States,Striker,Vancouver Whitecaps FC,MLS,CONCACAF,81,FW,71,75,70,55,70,47,72
Brice Samba,31,France,Goalkeeper,Stade Rennais FC,Ligue1,UEFA,195,GK,82,79,83,80,84,53,81
Bright Osayi-Samuel,27,Nigeria,Right_Back,Birmingham City,Championship,CAF,106,DF,76,93,58,63,78,68,82
Brooke Norton-Cuffy,21,England,Right_Back,Genoa CFC,Serie_A,UEFA,57,DF,67,80,39,58,69,60,70
Brooks Lennon,27,United States,Right_Back,Atlanta United FC,MLS,CONCACAF,41,DF,68,73,62,70,65,59,70
Bruno Fernandes,30,Portugal,Attacking_Midfielder,Manchester United,PremierLeague,UEFA,812,MF,87,70,85,88,83,65,75
Bruno Guimaraes,27,Brazil,Defensive_Midfielder,Newcastle United,PremierLeague,CONMEBOL,1300,MF,85,68,75,83,84,79,83
Bruno Onyemaechi,26,Nigeria,Left_Back,Olympiacos Piraeus,SuperLeague1,CAF,44,DF,71,81,42,58,63,69,72
Bruno Petkovic,30,Croatia,Striker,Kocaelispor,SuperLig,UEFA,49,FW,77,72,74,78,78,40,76
Bruno Varela,30,Cabo Verde,Goalkeeper,Vitória Guimarães SC,Liga_Portugal,CAF,41,GK,75,75,73,69,76,39,73
Bryan Heynen,28,Belgium,Central_Midfielder,KRC Genk,Jupiler_ProLeague,UEFA,179,MF,77,62,73,75,75,73,77
Bryan Mbeumo,25,Cameroon,Right_Winger,Manchester United,PremierLeague,CAF,894,FW,80,84,80,74,80,49,76
Bryan Reynolds,24,United States,Right_Back,KVC Westerlo,Jupiler_ProLeague,CONCACAF,57,DF,71,70,47,64,69,66,74
Bryce Duke,24,United States,Attacking_Midfielder,CF Montréal,MLS,CONCACAF,32,MF,67,68,58,69,71,46,58
Bukayo Saka,23,England,Right_Winger,Arsenal FC,PremierLeague,UEFA,2438,FW,87,85,83,81,88,60,70
Caden Clark,22,United States,Attacking_Midfielder,CF Montréal,MLS,CONCACAF,29,MF,65,78,61,62,68,46,60
Caglar Soyuncu,29,Turkey,Centre_Back,Fenerbahce,SuperLig,UEFA,114,DF,78,69,47,59,65,77,78
Caio Henrique,27,Brazil,Left_Back,AS Monaco,Ligue1,CONMEBOL,244,DF,78,77,58,78,78,72,66
Caleb Okoli,24,Italy,Centre_Back,Leicester City,Championship,UEFA,162,DF,72,43,30,46,53,72,80
Caleb Wiley,20,United States,Left_Back,Watford FC,Championship,CONCACAF,130,DF,68,76,52,63,72,62,63
Calegari,23,Brazil,Right_Back,Eyüpspor,SuperLig,CONMEBOL,57,DF,68,81,33,59,67,61,58
Calem Nieuwenhof,24,Australia,Defensive_Midfielder,Heart of Midlothian FC,Scottish_Premiership,AFC,16,MF,68,76,61,63,69,65,68
Callan Elliot,26,New Zealand,Right_Back,Auckland FC,A_League,OFC,5,DF,62,76,48,57,64,54,64
Callum Doyle,21,England,Centre_Back,Manchester City U21,Other_leagues,UEFA,244,DF,72,58,37,66,68,72,75
Callum McGregor,32,Scotland,Central_Midfielder,Celtic FC,Scottish_Premiership,UEFA,81,MF,79,79,74,77,80,71,78
Callum Talbot,24,Australia,Right_Back,Macarthur FC,A_League,AFC,6,DF,64,78,42,57,63,57,67
Callum Timmins,25,Australia,Central_Midfielder,Perth Glory,A_League,AFC,6,MF,61,68,60,57,60,56,73
Callum Wilson,33,England,Striker,Newcastle United,PremierLeague,UEFA,130,FW,81,78,82,67,79,42,75
Calvin Bassey,25,Nigeria,Centre_Back,Fulham FC,PremierLeague,CAF,406,DF,76,82,44,62,67,74,86
Calvin Stengs,26,Netherlands,Attacking_Midfielder,Feyenoord Rotterdam,Eredivisie,UEFA,114,MF,77,71,69,78,78,54,66
Calvin Verdonk,28,Indonesia,Left_Back,NEC Nijmegen,Eredivisie,AFC,41,DF,71,79,58,66,66,68,69
Cameron Archer,23,England,Striker,Southampton FC,Championship,UEFA,195,FW,75,77,75,59,74,25,68
Cameron Burgess,29,Australia,Centre_Back,Swansea City,Championship,AFC,32,DF,72,51,37,56,54,72,80
Cameron Carter-Vickers,27,United States,Centre_Back,Celtic FC,Scottish_Premiership,CONCACAF,228,DF,77,80,33,59,70,75,84
Cameron Howieson,30,New Zealand,Central_Midfielder,Auckland FC,A_League,OFC,6,MF,62,70,59,61,62,54,67
Cameron Puertas,26,Spain,Attacking_Midfielder,Al-Qadsiah FC,Saudi_ProLeague,UEFA,211,MF,78,74,75,79,79,69,75
Can Bozdogan,24,Germany,Central_Midfielder,FC Utrecht,Eredivisie,UEFA,57,MF,69,61,66,68,74,62,66
Can Uzun,19,Turkey,Attacking_Midfielder,Eintracht Frankfurt,Bundesliga,UEFA,292,MF,72,70,72,65,75,24,63
Caoimhin Kelleher,26,Ireland,Goalkeeper,Brentford FC,PremierLeague,UEFA,325,GK,77,76,74,77,78,43,76
Carlens Arcus,29,Haiti,Right_Back,Angers SCO,Ligue1,CONCACAF,29,DF,68,75,43,63,64,61,73
Carlo Boukhalfa,26,Germany,Central_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,32,MF,66,66,61,62,66,60,73
Carlo Holse,26,Denmark,Attacking_Midfielder,Samsunspor,SuperLig,UEFA,62,MF,70,78,63,66,72,53,66
Carlos Baleba,21,Cameroon,Defensive_Midfielder,Brighton & Hove Albion,PremierLeague,CAF,650,MF,73,77,50,65,74,68,77
Carlos Coronel,28,Paraguay,Goalkeeper,New York Red Bulls,MLS,CONMEBOL,24,GK,72,71,70,73,73,39,71
Carlos Cuesta,26,Colombia,Centre_Back,Galatasaray,SuperLig,CONMEBOL,114,DF,72,76,28,52,62,71,74
Carlos Forbs,21,Portugal,Left_Winger,Club Brugge KV,Jupiler_ProLeague,UEFA,130,FW,70,90,67,62,70,36,54
Carlos Izquierdoz,36,Argentina,Centre_Back,CA Lanús,Liga_Profesional,CONMEBOL,8,DF,74,48,53,52,53,73,83
Carlos Miguel,26,Brazil,Goalkeeper,Nottingham Forest,PremierLeague,CONMEBOL,65,GK,73,71,74,69,71,17,73
Carlos Soler,28,Spain,Central_Midfielder,Paris Saint-Germain,Ligue1,UEFA,292,MF,78,75,75,79,78,70,71
Carl Rushworth,24,England,Goalkeeper,Coventry City,Championship,UEFA,49,GK,72,72,70,71,73,55,71
Carlton Morris,29,England,Striker,Derby County,Championship,UEFA,89,FW,74,73,74,58,69,34,77
Carney Chukwuemeka,21,England,Central_Midfielder,Chelsea FC,PremierLeague,UEFA,292,MF,72,65,65,68,76,50,63
Casemiro,33,Brazil,Defensive_Midfielder,Manchester United,PremierLeague,CONMEBOL,162,MF,84,38,74,77,69,82,82
Caspar Jander,22,Germany,Central_Midfielder,1.FC Nuremberg,Bundesliga_2,UEFA,114,MF,66,76,47,65,70,61,66
Casper Tengstedt,25,Denmark,Striker,Feyenoord Rotterdam,Eredivisie,UEFA,98,FW,72,83,70,63,68,36,71
Castello Lukeba,22,France,Centre_Back,RB Leipzig,Bundesliga,UEFA,650,DF,79,70,43,68,73,80,73
Catalin Cabuz,29,Romania,Goalkeeper,FC Hermannstadt,Romaina_SuperLiga,UEFA,16,GK,67,69,62,62,72,35,63
