name,field,position,age,nation,confederation,club,league,value_billion_krw,Identifier
Matheus Nunes,MF,Central_Midfielder,26,Portugal,UEFA,Manchester City,PremierLeague,568.8,matheusnunes_POR
Rasmus Hojlund,FW,Striker,22,Denmark,UEFA,Manchester United,PremierLeague,568.8,rasmushojlund_DEN
Giorgio Scalvini,DF,Centre_Back,21,Italy,UEFA,Atalanta BC,Serie_A,568.8,giorgioscalvini_ITA
Jhon Duran,FW,Striker,21,Colombia,CONMEBOL,Fenerbahce,SuperLig,568.8,jhonduran_COL
Antonee Robinson,DF,Left_Back,27,United States,CONCACAF,Fulham FC,PremierLeague,568.8,antoneerobinson_UNI
Giuliano Simeone,FW,Right_Winger,22,Argentina,CONMEBOL,Atlético de Madrid,LaLiga,568.8,giulianosimeone_ARG
Andrey Santos,MF,Central_Midfielder,21,Brazil,CONMEBOL,Chelsea FC,PremierLeague,568.8,andreysantos_BRA
Igor Paixao,FW,Left_Winger,25,Brazil,CONMEBOL,Feyenoord Rotterdam,Eredivisie,568.8,igorpaixao_BRA
Elliot Anderson,MF,Central_Midfielder,22,England,UEFA,Nottingham Forest,PremierLeague,520.0,elliotanderson_ENG
Georginio Rutter,FW,Striker,23,France,UEFA,Brighton & Hove Albion,PremierLeague,520.0,georginiorutter_FRA
Josip Stanisic,DF,Right_Back,25,Croatia,UEFA,Bayern Munich,Bundesliga,520.0,josipstanisic_CRO
Mohamed Amoura,FW,Striker,25,Algeria,CAF,VfL Wolfsburg,Bundesliga,520.0,mohamedamoura_ALG
Pape Matar Sarr,MF,Central_Midfielder,22,Senegal,CAF,Tottenham Hotspur,PremierLeague,520.0,papematarsarr_SEN
Yoane Wissa,FW,Striker,28,Congo,CAF,Brentford FC,PremierLeague,520.0,yoanewissa_CON
Lewis Hall,DF,Left_Back,20,England,UEFA,Newcastle United,PremierLeague,520.0,lewishall_ENG
Antonio Silva,DF,Centre_Back,21,Portugal,UEFA,SL Benfica,Liga_Portugal,520.0,antoniosilva_POR
Leroy Sane,FW,Right_Winger,29,Germany,UEFA,Galatasaray,SuperLig,520.0,leroysane_GER
Jacob Ramsey,MF,Side_Midfielder,24,England,UEFA,Aston Villa,PremierLeague,520.0,jacobramsey_ENG
Guglielmo Vicario,GK,Goalkeeper,28,Italy,UEFA,Tottenham Hotspur,PremierLeague,520.0,guglielmovicario_ITA
Pau Torres,DF,Centre_Back,28,Spain,UEFA,Aston Villa,PremierLeague,520.0,pautorres_SPA
Matteo Guendouzi,MF,Central_Midfielder,26,France,UEFA,SS Lazio,Serie_A,520.0,matteoguendouzi_FRA
Alan Varela,MF,Defensive_Midfielder,24,Argentina,CONMEBOL,FC Porto,Liga_Portugal,520.0,alanvarela_ARG
Ardon Jashari,MF,Defensive_Midfielder,22,Switzerland,UEFA,Club Brugge KV,Jupiler_ProLeague,520.0,ardonjashari_SWI
Jan Paul van Hecke,DF,Centre_Back,25,Netherlands,UEFA,Brighton & Hove Albion,PremierLeague,520.0,janpaulvanhecke_NET
Tomas Araujo,DF,Centre_Back,23,Portugal,UEFA,SL Benfica,Liga_Portugal,520.0,tomasaraujo_POR
Georgiy Sudakov,MF,Attacking_Midfielder,22,Ukraine,UEFA,Shakhtar Donetsk,Ukrainian_PremierLeague,520.0,georgiysudakov_UKR
Gabriel Jesus,FW,Striker,28,Brazil,CONMEBOL,Arsenal FC,PremierLeague,520.0,gabrieljesus_BRA
Malik Tillman,MF,Attacking_Midfielder,23,United States,CONCACAF,Bayer 04 Leverkusen,Bundesliga,520.0,maliktillman_UNI
Mikel Jauregizar,MF,Central_Midfielder,21,Spain,UEFA,Athletic Bilbao,LaLiga,487.5,mikeljauregizar_SPA
Youssouf Fofana,MF,Defensive_Midfielder,26,France,UEFA,AC Milan,Serie_A,487.5,youssouffofana_FRA
Takefusa Kubo,FW,Right_Winger,24,Japan,AFC,Real Sociedad,LaLiga,487.5,takefusakubo_JAP
Randal Kolo Muani,FW,Striker,26,France,UEFA,Paris Saint-Germain,Ligue1,487.5,randalkolomuani_FRA
Moussa Diaby,FW,Right_Winger,26,France,UEFA,Al-Ittihad Club,Saudi_ProLeague,487.5,moussadiaby_FRA
Matias Soule,FW,Right_Winger,22,Argentina,CONMEBOL,AS Roma,Serie_A,487.5,matiassoule_ARG
Pervis Estupinan,DF,Left_Back,27,Ecuador,CONMEBOL,AC Milan,Serie_A,487.5,pervisestupinan_ECU
Hakan Calhanoglu,MF,Defensive_Midfielder,31,Turkey,UEFA,Inter Milan,Serie_A,487.5,hakancalhanoglu_TUR
Diogo Dalot,DF,Right_Back,26,Portugal,UEFA,Manchester United,PremierLeague,487.5,diogodalot_POR
Kingsley Coman,FW,Left_Winger,29,France,UEFA,Bayern Munich,Bundesliga,487.5,kingsleycoman_FRA
Yeremy Pino,FW,Right_Winger,22,Spain,UEFA,Villarreal CF,LaLiga,487.5,yeremypino_SPA
Denis Zakaria,MF,Defensive_Midfielder,28,Switzerland,UEFA,AS Monaco,Ligue1,487.5,deniszakaria_SWI
Joao Palhinha,MF,Defensive_Midfielder,30,Portugal,UEFA,Bayern Munich,Bundesliga,487.5,joaopalhinha_POR
Isak Hien,DF,Centre_Back,26,Sweden,UEFA,Atalanta BC,Serie_A,487.5,isakhien_SWE
Eder Militao,DF,Centre_Back,27,Brazil,CONMEBOL,Real Madrid,LaLiga,487.5,edermilitao_BRA
Emile Smith Rowe,MF,Attacking_Midfielder,24,England,UEFA,Fulham FC,PremierLeague,487.5,emilesmithrowe_ENG
Kevin Schade,FW,Left_Winger,23,Germany,UEFA,Brentford FC,PremierLeague,487.5,kevinschade_GER
Joshua Zirkzee,FW,Striker,24,Netherlands,UEFA,Manchester United,PremierLeague,487.5,joshuazirkzee_NET
Jorgen Strand Larsen,FW,Striker,25,Norway,UEFA,Wolverhampton Wanderers,PremierLeague,487.5,jorgenstrandlarsen_NOR
Yankuba Minteh,FW,Right_Winger,21,Gambia,CAF,Brighton & Hove Albion,PremierLeague,487.5,yankubaminteh_GAM
Assane Diao,FW,Left_Winger,19,Senegal,CAF,Como 1907,Serie_A,487.5,assanediao_SEN
Reece James,DF,Right_Back,25,England,UEFA,Chelsea FC,PremierLeague,487.5,reecejames_ENG
Nicolo Rovella,MF,Defensive_Midfielder,23,Italy,UEFA,SS Lazio,Serie_A,487.5,nicolorovella_ITA
Amine Gouiri,FW,Striker,25,Algeria,CAF,Olympique Marseille,Ligue1,487.5,aminegouiri_ALG
Jesus Rodriguez,FW,Left_Winger,19,Spain,UEFA,Como 1907,Serie_A,487.5,jesusrodriguez_SPA
Malick Fofana,FW,Left_Winger,20,Belgium,UEFA,Olympique Lyon,Ligue1,487.5,malickfofana_BEL
Jonathan Tah,DF,Centre_Back,29,Germany,UEFA,Bayern Munich,Bundesliga,487.5,jonathantah_GER
Tom Bischof,MF,Central_Midfielder,20,Germany,UEFA,Bayern Munich,Bundesliga,487.5,tombischof_GER
Bart Verbruggen,GK,Goalkeeper,22,Netherlands,UEFA,Brighton & Hove Albion,PremierLeague,487.5,bartverbruggen_NET
Pedro Goncalves,FW,Left_Winger,27,Portugal,UEFA,Sporting CP,Liga_Portugal,487.5,pedrogoncalves_POR
Orkun Kokcu,MF,Central_Midfielder,24,Turkey,UEFA,Besiktas JK,SuperLig,487.5,orkunkokcu_TUR
Quinten Timber,MF,Central_Midfielder,24,Netherlands,UEFA,Feyenoord Rotterdam,Eredivisie,487.5,quintentimber_NET
Jean-Philippe Mateta,FW,Striker,28,France,UEFA,Crystal Palace,PremierLeague,487.5,jean-philippemateta_FRA
Alejandro Grimaldo,DF,Left_Back,29,Spain,UEFA,Bayer 04 Leverkusen,Bundesliga,487.5,alejandrogrimaldo_SPA
Evan Ndicka,DF,Centre_Back,25,Cote d'Ivoire,CAF,AS Roma,Serie_A,487.5,evanndicka_COT
Marc Casado,MF,Defensive_Midfielder,21,Spain,UEFA,FC Barcelona,LaLiga,487.5,marccasado_SPA
Mario Gila,DF,Centre_Back,24,Spain,UEFA,SS Lazio,Serie_A,487.5,mariogila_SPA
Zeno Debast,DF,Centre_Back,21,Belgium,UEFA,Sporting CP,Liga_Portugal,487.5,zenodebast_BEL
Samuele Ricci,MF,Defensive_Midfielder,23,Italy,UEFA,AC Milan,Serie_A,487.5,samuelericci_ITA
David Neres,FW,Right_Winger,28,Brazil,CONMEBOL,SSC Napoli,Serie_A,487.5,davidneres_BRA
Douglas Luiz,MF,Central_Midfielder,27,Brazil,CONMEBOL,Juventus FC,Serie_A,487.5,douglasluiz_BRA
Lucas Chevalier,GK,Goalkeeper,23,France,UEFA,LOSC Lille,Ligue1,487.5,lucaschevalier_FRA
Nick Woltemade,FW,Striker,23,Germany,UEFA,VfB Stuttgart,Bundesliga,487.5,nickwoltemade_GER
David Hancko,DF,Centre_Back,27,Slovakia,UEFA,Atlético de Madrid,LaLiga,487.5,davidhancko_SLO
Vitor Reis,DF,Centre_Back,19,Brazil,CONMEBOL,Manchester City,PremierLeague,487.5,vitorreis_BRA
Santiago Gimenez,FW,Striker,24,Mexico,CONCACAF,AC Milan,Serie_A,487.5,santiagogimenez_MEX
Rodrigo Bentancur,MF,Defensive_Midfielder,28,Uruguay,CONMEBOL,Tottenham Hotspur,PremierLeague,487.5,rodrigobentancur_URU
Manuel Locatelli,MF,Defensive_Midfielder,27,Italy,UEFA,Juventus FC,Serie_A,487.5,manuellocatelli_ITA
Franco Mastantuono,FW,Right_Winger,17,Argentina,CONMEBOL,CA River Plate,Liga_Profesional,487.5,francomastantuono_ARG
Mika Biereth,FW,Striker,22,Denmark,UEFA,AS Monaco,Ligue1,487.5,mikabiereth_DEN
Johan Bakayoko,FW,Right_Winger,22,Belgium,UEFA,RB Leipzig,Bundesliga,487.5,johanbakayoko_BEL
Artem Dovbyk,FW,Striker,28,Ukraine,UEFA,AS Roma,Serie_A,487.5,artemdovbyk_UKR
Conor Bradley,DF,Right_Back,22,Northern Ireland,UEFA,Liverpool FC,PremierLeague,487.5,conorbradley_NOR
Cristhian Mosquera,DF,Centre_Back,21,Spain,UEFA,Arsenal FC,PremierLeague,487.5,cristhianmosquera_SPA
Giorgi Mamardashvili,GK,Goalkeeper,24,Georgia,UEFA,Liverpool FC,PremierLeague,487.5,giorgimamardashvili_GEO
Harvey Elliott,MF,Attacking_Midfielder,22,England,UEFA,Liverpool FC,PremierLeague,487.5,harveyelliott_ENG
Lucas Paqueta,MF,Attacking_Midfielder,27,Brazil,CONMEBOL,West Ham United,PremierLeague,455.0,lucaspaqueta_BRA
Sam Beukema,DF,Centre_Back,26,Netherlands,UEFA,SSC Napoli,Serie_A,455.0,sambeukema_NET
Kenneth Taylor,MF,Central_Midfielder,23,Netherlands,UEFA,Ajax Amsterdam,Eredivisie,455.0,kennethtaylor_NET
Manuel Akanji,DF,Centre_Back,30,Switzerland,UEFA,Manchester City,PremierLeague,455.0,manuelakanji_SWI
Unai Simon,GK,Goalkeeper,28,Spain,UEFA,Athletic Bilbao,LaLiga,455.0,unaisimon_SPA
Jack Grealish,FW,Left_Winger,29,England,UEFA,Manchester City,PremierLeague,455.0,jackgrealish_ENG
Jadon Sancho,FW,Left_Winger,25,England,UEFA,Manchester United,PremierLeague,455.0,jadonsancho_ENG
Vitaliy Mykolenko,DF,Left_Back,26,Ukraine,UEFA,Everton FC,PremierLeague,455.0,vitaliymykolenko_UKR
Bafode Diakite,DF,Centre_Back,24,France,UEFA,LOSC Lille,Ligue1,455.0,bafodediakite_FRA
Lewis Ferguson,MF,Central_Midfielder,25,Scotland,UEFA,Bologna FC 1909,Serie_A,455.0,lewisferguson_SCO
Pierre Kalulu,DF,Centre_Back,25,France,UEFA,Juventus FC,Serie_A,455.0,pierrekalulu_FRA
Mikkel Damsgaard,MF,Attacking_Midfielder,25,Denmark,UEFA,Brentford FC,PremierLeague,455.0,mikkeldamsgaard_DEN
Mason Mount,MF,Attacking_Midfielder,26,England,UEFA,Manchester United,PremierLeague,455.0,masonmount_ENG
Ian Maatsen,DF,Left_Back,23,Netherlands,UEFA,Aston Villa,PremierLeague,455.0,ianmaatsen_NET
Nathan Collins,DF,Centre_Back,24,Ireland,UEFA,Brentford FC,PremierLeague,455.0,nathancollins_IRE
Ayyoub Bouaddi,MF,Central_Midfielder,17,France,UEFA,LOSC Lille,Ligue1,455.0,ayyoubbouaddi_FRA
Antonio Nusa,FW,Left_Winger,20,Norway,UEFA,RB Leipzig,Bundesliga,455.0,antonionusa_NOR
Toti,DF,Centre_Back,26,Portugal,UEFA,Wolverhampton Wanderers,PremierLeague,455.0,toti_POR
Andre,MF,Defensive_Midfielder,24,Brazil,CONMEBOL,Wolverhampton Wanderers,PremierLeague,455.0,andre_BRA
Anatoliy Trubin,GK,Goalkeeper,23,Ukraine,UEFA,SL Benfica,Liga_Portugal,455.0,anatoliytrubin_UKR
Francisco Conceicao,FW,Right_Winger,22,Portugal,UEFA,Juventus FC,Serie_A,455.0,franciscoconceicao_POR
Alex Iwobi,FW,Left_Winger,29,Nigeria,CAF,Fulham FC,PremierLeague,455.0,alexiwobi_NIG
Danilo,MF,Defensive_Midfielder,24,Brazil,CONMEBOL,Botafogo de Futebol e Regatas,Brasileiro_SerieA,455.0,danilo_BRA
Leon Bailey,FW,Right_Winger,27,Jamaica,CONCACAF,Aston Villa,PremierLeague,455.0,leonbailey_JAM
Joel Ordonez,DF,Centre_Back,21,Ecuador,CONMEBOL,Club Brugge KV,Jupiler_ProLeague,455.0,joelordonez_ECU
Bilal El Khannouss,MF,Attacking_Midfielder,21,Morocco,CAF,Leicester City,Championship,455.0,bilalelkhannouss_MOR
Felix Nmecha,MF,Central_Midfielder,24,Germany,UEFA,Borussia Dortmund,Bundesliga,455.0,felixnmecha_GER
Simon Adingra,FW,Left_Winger,23,Cote d'Ivoire,CAF,Sunderland AFC,PremierLeague,455.0,simonadingra_COT
Eliesse Ben Seghir,FW,Left_Winger,20,Morocco,CAF,AS Monaco,Ligue1,455.0,eliessebenseghir_MOR
Jakub Kiwior,DF,Centre_Back,25,Poland,UEFA,Arsenal FC,PremierLeague,455.0,jakubkiwior_POL
Dango Ouattara,FW,Left_Winger,23,Burkina Faso,CAF,AFC Bournemouth,PremierLeague,455.0,dangoouattara_BUR
Patrik Schick,FW,Striker,29,Czech Republic,UEFA,Bayer 04 Leverkusen,Bundesliga,438.8,patrikschick_CZE
Joachim Andersen,DF,Centre_Back,29,Denmark,UEFA,Fulham FC,PremierLeague,438.8,joachimandersen_DEN
Ismael Saibari,MF,Central_Midfielder,24,Morocco,CAF,PSV Eindhoven,Eredivisie,438.8,ismaelsaibari_MOR
Frank Anguissa,MF,Central_Midfielder,29,Cameroon,CAF,SSC Napoli,Serie_A,438.8,frankanguissa_CAM
Carlos Augusto,DF,Left_Back,26,Brazil,CONMEBOL,Inter Milan,Serie_A,422.5,carlosaugusto_BRA
Marco Carnesecchi,GK,Goalkeeper,25,Italy,UEFA,Atalanta BC,Serie_A,406.2,marcocarnesecchi_ITA
Mile Svilar,GK,Goalkeeper,25,Serbia,UEFA,AS Roma,Serie_A,406.2,milesvilar_SER
Benjamin Pavard,DF,Centre_Back,29,France,UEFA,Inter Milan,Serie_A,406.2,benjaminpavard_FRA
Hiroki Ito,DF,Centre_Back,26,Japan,AFC,Bayern Munich,Bundesliga,406.2,hirokiito_JAP
Lee Kang In,FW,Right_Winger,24,"Korea, South",AFC,Paris Saint-Germain,Ligue1,406.2,leekangin_KOR
Konrad Laimer,DF,Right_Back,28,Austria,UEFA,Bayern Munich,Bundesliga,406.2,konradlaimer_AUS
Riccardo Orsolini,FW,Right_Winger,28,Italy,UEFA,Bologna FC 1909,Serie_A,406.2,riccardoorsolini_ITA
Ruben Neves,MF,Defensive_Midfielder,28,Portugal,UEFA,Al-Hilal SFC,Saudi_ProLeague,406.2,rubenneves_POR
Tyler Dibling,FW,Right_Winger,19,England,UEFA,Southampton FC,Championship,406.2,tylerdibling_ENG
Lucas Beraldo,DF,Centre_Back,21,Brazil,CONMEBOL,Paris Saint-Germain,Ligue1,406.2,lucasberaldo_BRA
Noa Lang,FW,Left_Winger,26,Netherlands,UEFA,SSC Napoli,Serie_A,406.2,noalang_NET
Trevoh Chalobah,DF,Centre_Back,26,England,UEFA,Chelsea FC,PremierLeague,406.2,trevohchalobah_ENG
Ritsu Doan,FW,Right_Winger,27,Japan,AFC,SC Freiburg,Bundesliga,406.2,ritsudoan_JAP
John Stones,DF,Centre_Back,31,England,UEFA,Manchester City,PremierLeague,406.2,johnstones_ENG
Rodrigo De Paul,MF,Central_Midfielder,31,Argentina,CONMEBOL,Inter Miami CF,MLS,406.2,rodrigodepaul_ARG
Gerson,MF,Central_Midfielder,28,Brazil,CONMEBOL,Zenit St. Petersburg,Russian_PremierLiga,406.2,gerson_BRA
Ivan Toney,FW,Striker,29,England,UEFA,Al-Ahli SFC,Saudi_ProLeague,406.2,ivantoney_ENG
Luiz Henrique,FW,Right_Winger,24,Brazil,CONMEBOL,Zenit St. Petersburg,Russian_PremierLiga,406.2,luizhenrique_BRA
Patrick Dorgu,DF,Left_Back,20,Denmark,UEFA,Manchester United,PremierLeague,406.2,patrickdorgu_DEN
Donyell Malen,FW,Right_Winger,26,Netherlands,UEFA,Aston Villa,PremierLeague,406.2,donyellmalen_NET
Adrien Rabiot,MF,Central_Midfielder,30,France,UEFA,Olympique Marseille,Ligue1,406.2,adrienrabiot_FRA
Facundo Medina,DF,Centre_Back,26,Argentina,CONMEBOL,Olympique Marseille,Ligue1,406.2,facundomedina_ARG
Daniel Munoz,DF,Right_Back,29,Colombia,CONMEBOL,Crystal Palace,PremierLeague,406.2,danielmunoz_COL
Taty Castellanos,FW,Striker,26,Argentina,CONMEBOL,SS Lazio,Serie_A,406.2,tatycastellanos_ARG
Thiago Almada,MF,Attacking_Midfielder,24,Argentina,CONMEBOL,Atlético de Madrid,LaLiga,406.2,thiagoalmada_ARG
Sander Berge,MF,Defensive_Midfielder,27,Norway,UEFA,Fulham FC,PremierLeague,406.2,sanderberge_NOR
Alexander Sorloth,FW,Striker,29,Norway,UEFA,Atlético de Madrid,LaLiga,406.2,alexandersorloth_NOR
Marcos Llorente,MF,Side_Midfielder,30,Spain,UEFA,Atlético de Madrid,LaLiga,406.2,marcosllorente_SPA
Luis Henrique,MF,Side_Midfielder,23,Brazil,CONMEBOL,Inter Milan,Serie_A,406.2,luishenrique_BRA
Lucas Hernandez,DF,Left_Back,29,France,UEFA,Paris Saint-Germain,Ligue1,406.2,lucashernandez_FRA
Stanislav Lobotka,MF,Defensive_Midfielder,30,Slovakia,UEFA,SSC Napoli,Serie_A,406.2,stanislavlobotka_SLO
Javi Guerra,MF,Central_Midfielder,22,Spain,UEFA,Valencia CF,LaLiga,406.2,javiguerra_SPA
Joey Veerman,MF,Central_Midfielder,26,Netherlands,UEFA,PSV Eindhoven,Eredivisie,406.2,joeyveerman_NET
Maximilian Beier,FW,Striker,22,Germany,UEFA,Borussia Dortmund,Bundesliga,406.2,maximilianbeier_GER
Dwight McNeil,FW,Left_Winger,25,England,UEFA,Everton FC,PremierLeague,406.2,dwightmcneil_ENG
Giacomo Raspadori,FW,Striker,25,Italy,UEFA,SSC Napoli,Serie_A,406.2,giacomoraspadori_ITA
Radu Dragusin,DF,Centre_Back,23,Romania,UEFA,Tottenham Hotspur,PremierLeague,406.2,radudragusin_ROM
Brajan Gruda,FW,Right_Winger,21,Germany,UEFA,Brighton & Hove Albion,PremierLeague,406.2,brajangruda_GER
Joan Garcia,GK,Goalkeeper,24,Spain,UEFA,FC Barcelona,LaLiga,406.2,joangarcia_SPA
Pio Esposito,FW,Striker,20,Italy,UEFA,Inter Milan,Serie_A,406.2,pioesposito_ITA
Dilane Bakwa,FW,Right_Winger,22,France,UEFA,RC Strasbourg Alsace,Ligue1,406.2,dilanebakwa_FRA
Emanuel Emegha,FW,Striker,22,Netherlands,UEFA,RC Strasbourg Alsace,Ligue1,406.2,emanuelemegha_NET
Konstantinos Koulierakis,DF,Centre_Back,21,Greece,UEFA,VfL Wolfsburg,Bundesliga,406.2,konstantinoskoulierakis_GRE
Oscar Bobb,FW,Right_Winger,22,Norway,UEFA,Manchester City,PremierLeague,406.2,oscarbobb_NOR
Nuno Tavares,DF,Left_Back,25,Portugal,UEFA,SS Lazio,Serie_A,406.2,nunotavares_POR
Calvin Bassey,DF,Centre_Back,25,Nigeria,CAF,Fulham FC,PremierLeague,406.2,calvinbassey_NIG
Evann Guessand,FW,Striker,24,Cote d'Ivoire,CAF,OGC Nice,Ligue1,406.2,evannguessand_COT
Odilon Kossounou,DF,Centre_Back,24,Cote d'Ivoire,CAF,Atalanta BC,Serie_A,406.2,odilonkossounou_COT
Yves Bissouma,MF,Defensive_Midfielder,28,Mali,CAF,Tottenham Hotspur,PremierLeague,406.2,yvesbissouma_MAL
Loic Bade,DF,Centre_Back,25,France,UEFA,Sevilla FC,LaLiga,406.2,loicbade_FRA
Maximilian Kilman,DF,Centre_Back,28,England,UEFA,West Ham United,PremierLeague,406.2,maximiliankilman_ENG
Alberto Moleiro,FW,Left_Winger,21,Spain,UEFA,Villarreal CF,LaLiga,406.2,albertomoleiro_SPA
Tyrick Mitchell,DF,Left_Back,25,England,UEFA,Crystal Palace,PremierLeague,406.2,tyrickmitchell_ENG
Renato Veiga,DF,Centre_Back,21,Portugal,UEFA,Chelsea FC,PremierLeague,406.2,renatoveiga_POR
Evan Ferguson,FW,Striker,20,Ireland,UEFA,AS Roma,Serie_A,406.2,evanferguson_IRE
Callum Hudson-Odoi,FW,Left_Winger,24,England,UEFA,Nottingham Forest,PremierLeague,406.2,callumhudson-odoi_ENG
Ferdi Kadioglu,DF,Left_Back,25,Turkey,UEFA,Brighton & Hove Albion,PremierLeague,406.2,ferdikadioglu_TUR
Pietro Comuzzo,DF,Centre_Back,20,Italy,UEFA,ACF Fiorentina,Serie_A,406.2,pietrocomuzzo_ITA
Matty Cash,DF,Right_Back,27,Poland,UEFA,Aston Villa,PremierLeague,406.2,mattycash_POL
Mats Wieffer,MF,Defensive_Midfielder,25,Netherlands,UEFA,Brighton & Hove Albion,PremierLeague,406.2,matswieffer_NET
Jean-Clair Todibo,DF,Centre_Back,25,France,UEFA,West Ham United,PremierLeague,406.2,jean-clairtodibo_FRA
Johnny Cardoso,MF,Central_Midfielder,23,United States,CONCACAF,Atlético de Madrid,LaLiga,406.2,johnnycardoso_UNI
Edson Alvarez,MF,Defensive_Midfielder,27,Mexico,CONCACAF,West Ham United,PremierLeague,406.2,edsonalvarez_MEX
Julian Brandt,MF,Attacking_Midfielder,29,Germany,UEFA,Borussia Dortmund,Bundesliga,406.2,julianbrandt_GER
Kevin Danso,DF,Centre_Back,26,Austria,UEFA,Tottenham Hotspur,PremierLeague,406.2,kevindanso_AUS
Mikel Oyarzabal,FW,Striker,28,Spain,UEFA,Real Sociedad,LaLiga,406.2,mikeloyarzabal_SPA
Nathan Ake,DF,Centre_Back,30,Netherlands,UEFA,Manchester City,PremierLeague,406.2,nathanake_NET
Andre Onana,GK,Goalkeeper,29,Cameroon,CAF,Manchester United,PremierLeague,406.2,andreonana_CAM
Mike Maignan,GK,Goalkeeper,30,France,UEFA,AC Milan,Serie_A,406.2,mikemaignan_FRA
Noussair Mazraoui,DF,Right_Back,27,Morocco,CAF,Manchester United,PremierLeague,406.2,noussairmazraoui_MOR
Cheick Doucoure,MF,Defensive_Midfielder,25,Mali,CAF,Crystal Palace,PremierLeague,406.2,cheickdoucoure_MAL
Wilfried Singo,DF,Centre_Back,24,Cote d'Ivoire,CAF,AS Monaco,Ligue1,406.2,wilfriedsingo_COT
Ismaila Sarr,FW,Right_Winger,27,Senegal,CAF,Crystal Palace,PremierLeague,406.2,ismailasarr_SEN
Edon Zhegrova,FW,Right_Winger,26,Kosovo,UEFA,LOSC Lille,Ligue1,406.2,edonzhegrova_KOS
Maxence Lacroix,DF,Centre_Back,25,France,UEFA,Crystal Palace,PremierLeague,406.2,maxencelacroix_FRA
Eduard Spertsyan,MF,Attacking_Midfielder,25,Armenia,UEFA,FC Krasnodar,Russian_PremierLiga,406.2,eduardspertsyan_ARM
Christos Tzolis,FW,Left_Winger,23,Greece,UEFA,Club Brugge KV,Jupiler_ProLeague,406.2,christostzolis_GRE
Wesley Fofana,DF,Centre_Back,24,France,UEFA,Chelsea FC,PremierLeague,406.2,wesleyfofana_FRA
Galeno,FW,Left_Winger,27,Brazil,CONMEBOL,Al-Ahli SFC,Saudi_ProLeague,390.0,galeno_BRA
Nico Gonzalez,FW,Right_Winger,27,Argentina,CONMEBOL,Juventus FC,Serie_A,390.0,nicogonzalez_ARG
Ibrahim Sangare,MF,Defensive_Midfielder,27,Cote d'Ivoire,CAF,Nottingham Forest,PremierLeague,390.0,ibrahimsangare_COT
Youssef En-Nesyri,FW,Striker,28,Morocco,CAF,Fenerbahce,SuperLig,390.0,youssefen-nesyri_MOR
Conrad Harder,FW,Striker,20,Denmark,UEFA,Sporting CP,Liga_Portugal,390.0,conradharder_DEN
Federico Gatti,DF,Centre_Back,27,Italy,UEFA,Juventus FC,Serie_A,390.0,federicogatti_ITA
Arthur Theate,DF,Centre_Back,25,Belgium,UEFA,Eintracht Frankfurt,Bundesliga,390.0,arthurtheate_BEL
Aaron Wan-Bissaka,DF,Right_Back,27,Congo,CAF,West Ham United,PremierLeague,390.0,aaronwan-bissaka_CON
Paul Nebel,MF,Attacking_Midfielder,22,Germany,UEFA,1.FSV Mainz 05,Bundesliga,390.0,paulnebel_GER
Josip Sutalo,DF,Centre_Back,25,Croatia,UEFA,Ajax Amsterdam,Eredivisie,390.0,josipsutalo_CRO
Jack Hinshelwood,MF,Central_Midfielder,20,England,UEFA,Brighton & Hove Albion,PremierLeague,390.0,jackhinshelwood_ENG
Gianluca Scamacca,FW,Striker,26,Italy,UEFA,Atalanta BC,Serie_A,390.0,gianlucascamacca_ITA
Kerem Akturkoglu,FW,Left_Winger,26,Turkey,UEFA,SL Benfica,Liga_Portugal,390.0,keremakturkoglu_TUR
Raoul Bellanova,MF,Side_Midfielder,25,Italy,UEFA,Atalanta BC,Serie_A,390.0,raoulbellanova_ITA
Dodo,DF,Right_Back,26,Brazil,CONMEBOL,ACF Fiorentina,Serie_A,390.0,dodo_BRA
Mohamed Simakan,DF,Centre_Back,25,France,UEFA,Al-Nassr FC,Saudi_ProLeague,373.8,mohamedsimakan_FRA
Keane Lewis-Potter,DF,Left_Back,24,England,UEFA,Brentford FC,PremierLeague,373.8,keanelewis-potter_ENG
Virgil van Dijk,DF,Centre_Back,34,Netherlands,UEFA,Liverpool FC,PremierLeague,373.8,virgilvandijk_NET
Aitor Paredes,DF,Centre_Back,25,Spain,UEFA,Athletic Bilbao,LaLiga,357.5,aitorparedes_SPA
Stefanos Tzimas,FW,Striker,19,Greece,UEFA,Brighton & Hove Albion,PremierLeague,357.5,stefanostzimas_GRE
Elye Wahi,FW,Striker,22,France,UEFA,Eintracht Frankfurt,Bundesliga,357.5,elyewahi_FRA
Nathaniel Brown,DF,Left_Back,22,Germany,UEFA,Eintracht Frankfurt,Bundesliga,357.5,nathanielbrown_GER
Jobe Bellingham,MF,Central_Midfielder,19,England,UEFA,Borussia Dortmund,Bundesliga,357.5,jobebellingham_ENG
Omari Hutchinson,MF,Attacking_Midfielder,21,England,UEFA,Ipswich Town,Championship,357.5,omarihutchinson_ENG
Arthur Vermeeren,MF,Defensive_Midfielder,20,Belgium,UEFA,RB Leipzig,Bundesliga,357.5,arthurvermeeren_BEL
Sepp van den Berg,DF,Centre_Back,23,Netherlands,UEFA,Brentford FC,PremierLeague,357.5,seppvandenberg_NET
Fabio Vieira,MF,Attacking_Midfielder,25,Portugal,UEFA,Arsenal FC,PremierLeague,357.5,fabiovieira_POR
