name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Denis Bouanga,Gabon,LAFC,LW,80,85,81,74,79,38,79
Yan Couto,Brazil,Borussia Dortmund,RM,80,85,61,76,81,72,64
Alessandro Buongiorno,Italy,SSC Napoli,CB,80,65,45,69,65,82,76
Davide Calabria,Italy,Milano FC,RB,80,78,57,70,76,79,71
Lucas Chevalier,France,LOSC Lille,GK,80,80,79,72,83,45,78
Samuel Chukwueze,Nigeria,Milano FC,RW,80,88,74,74,83,36,61
Jonathan Clauss,France,OGC Nice,RB,80,88,69,76,78,73,69
Kevin Danso,Austria,RC Lens,CB,80,75,32,57,62,80,85
Evanilson,Brazil,AFC Bournemouth,ST,80,76,78,65,78,37,80
De Marcos,Spain,Athletic Club,RB,80,79,64,74,75,77,78
Michele Di Gregorio,Italy,Juventus,GK,80,82,78,78,82,56,82
Eric Dier,England,FC Bayern München,CB,80,58,63,70,63,81,81
Jeremy Doku,Belgium,Manchester City,LW,80,92,72,73,86,30,68
Ederson,Brazil,Bergamo Calcio,CM,80,72,68,75,79,77,80
Wataru Endo,Japan,Liverpool,CDM,80,60,68,71,78,79,76
Pervis Estupinan,Ecuador,Brighton,LB,80,78,57,75,79,77,75
Wladimiro Falcone,Italy,Lecce,GK,80,83,79,75,84,27,76
Joao Felix,Portugal,Chelsea,LW,80,80,78,77,84,40,67
Suso,Spain,Sevilla FC,RM,80,72,76,80,83,32,51
Seko Fofana,Cote d'Ivoire,Ettifaq FC,CM,80,71,77,76,78,73,86
Juan Foyth,Argentina,Villarreal CF,RB,80,71,46,71,72,81,77
Javi Galan,Spain,Atlético de Madrid,LB,80,79,56,74,79,77,72
Pepelu,Spain,Valencia CF,CM,80,68,70,80,77,75,78
Nuno Santos,Portugal,Sporting CP,LM,80,83,81,76,80,70,76
Joe Gomez,England,Liverpool,CB,80,82,28,71,72,80,79
Nicolas Gonzalez,Argentina,Juventus,RW,80,85,76,73,83,45,62
Mario Gotze,Germany,Frankfurt,MOC,80,55,74,83,83,55,69
Vincenzo Grifo,Italy,SC Freiburg,LM,80,69,77,82,81,43,64
Nemanja Gudelj,Serbia,Sevilla FC,CB,80,54,73,78,70,79,85
Albert Gudmundsson,Iceland,Fiorentina,ST,80,87,79,70,83,37,72
Matteo Guendouzi,France,Latium,CM,80,72,71,78,79,75,81
Malo Gusto,France,Chelsea,RB,80,88,49,75,78,73,75
Miguel Gutierrez,Spain,Girona FC,LB,80,81,64,76,80,75,72
Amadou Haidara,Mali,RB Leipzig,CM,80,66,72,79,81,72,69
Danilo Pereira,Portugal,Al Ittihad,CB,80,50,63,70,70,80,84
Jordan Henderson,England,Ajax,CDM,80,64,72,81,76,75,78
Morten Hjulmand,Denmark,Sporting CP,CDM,80,65,66,76,74,75,83
Pierre-Emile Hojbjerg,Denmark,OM,CDM,80,50,73,76,74,77,80
Ibanez,Brazil,Al Ahli,CB,80,85,32,45,60,81,82
Bento,Brazil,Al Nassr,GK,80,79,76,77,83,28,81
Thomas Lemar,France,Atlético de Madrid,CM,80,81,77,81,83,67,64
Dominik Livakovic,Croatia,Fenerbahçe,GK,80,80,76,71,83,56,80
Giovani Lo Celso,Argentina,Real Betis,MOC,80,69,74,81,83,68,71
David Lopez,Spain,Girona FC,CB,80,45,60,71,66,82,75
Harry Maguire,England,Man Utd,CB,80,37,57,70,65,80,82
Reinildo,Mozambique,Atlético de Madrid,LB,80,84,55,68,75,78,79
Ivan Martin,Spain,Girona FC,MOC,80,75,75,79,81,68,63
Nemanja Matic,Serbia,OL,CDM,80,35,67,76,76,78,78
Bryan Mbeumo,Cameroon,Brentford,RW,80,84,80,74,80,49,76
Facundo Medina,Argentina,RC Lens,CB,80,73,36,69,72,80,79
Edouard Mendy,Senegal,Al Ahli,GK,80,78,77,75,81,34,79
Dries Mertens,Belgium,Galatasaray,MOC,80,68,78,81,81,43,50
Daniel Munoz,Colombia,Crystal Palace,RB,80,84,66,72,76,75,82
Vedat Muriqi,Kosovo,RCD Mallorca,ST,80,53,82,63,73,29,82
Joao Mario,Portugal,Beşiktaş,LM,80,68,76,80,82,64,68
Jesus Navas,Spain,Sevilla FC,RB,80,81,68,79,80,76,55
David Neres,Brazil,SSC Napoli,LM,80,86,75,75,86,43,64
Alexander Nubel,Germany,VfB Stuttgart,GK,80,81,76,81,82,48,78
Mario Pasalic,Croatia,Bergamo Calcio,CM,80,69,78,77,81,67,77
Vangelis Pavlidis,Greece,SL Benfica,ST,80,75,82,67,78,44,82
Matteo Politano,Italy,SSC Napoli,RW,80,80,78,78,83,42,54
Ivan Rakitic,Croatia,Hajduk Split,CM,80,48,79,83,77,74,70
Amir Rrahmani,Kosovo,SSC Napoli,CB,80,69,51,58,61,82,78
Ruiz de Galarreta,Spain,Athletic Club,CDM,80,72,65,77,79,77,76
Allan Saint-Maximin,France,Fenerbahçe,LM,80,89,72,73,87,29,68
Davinson Sanchez,Colombia,Galatasaray,CB,80,77,47,55,65,79,82
Diego Carlos,Brazil,Aston Villa,CB,80,63,47,63,67,79,76
Teji Savanier,France,Montpellier,MOC,80,60,76,84,82,68,68
Kasper Schmeichel,Denmark,Celtic,GK,80,77,76,79,78,42,80
William Carvalho,Portugal,Real Betis,CDM,80,37,68,78,76,76,84
Mohamed Simakan,France,Al Nassr,CB,80,75,43,65,69,81,80
Sebastian Szymanski,Poland,Fenerbahçe,MOC,80,81,77,79,79,51,67
Mehdi Taremi,Iran,Lombardia FC,ST,80,78,79,75,81,38,73
James Tarkowski,England,Everton,CB,80,47,45,64,59,81,81
Jean-Clair Todibo,France,West Ham,CB,80,81,47,64,69,80,78
Ivan Toney,England,Al Ahli,ST,80,77,81,71,75,51,81
Ferran Torres,Spain,FC Barcelona,LW,80,84,78,76,81,35,68
Hamari Traore,Mali,Real Sociedad,RB,80,82,57,72,76,75,78
Lars Unnerstall,Germany,FC Twente,GK,80,80,80,66,83,32,80
Andre Silva,Portugal,RB Leipzig,ST,80,74,80,71,81,46,77
Hans Vanaken,Belgium,Club Brugge,MOC,80,45,79,83,77,60,76
Jordan Veretout,France,OL,CM,80,75,75,78,79,75,80
Timo Werner,Germany,Spurs,LM,80,91,79,69,80,35,69
Mats Wieffer,Netherlands,Brighton,CDM,80,70,66,74,75,76,83
Axel Witsel,Belgium,Atlético de Madrid,CB,80,34,63,77,75,83,75
Baris Alper Yilmaz,Turkey,Galatasaray,RM,80,91,75,71,82,67,84
Warren Zaire-Emery,France,Paris SG,CM,80,79,68,77,80,75,78
Andre-Franck Zambo Anguissa,Cameroon,SSC Napoli,CDM,80,75,67,71,76,77,88
Lucas Zelarayan,Armenia,Al Fateh,MOC,80,71,77,79,83,46,67
Hakim Ziyech,Morocco,Galatasaray,RM,80,74,77,82,80,50,66
Zubeldia,Spain,Real Sociedad,CB,80,78,63,74,73,80,82
Karim Adeyemi,Germany,Borussia Dortmund,LM,79,96,73,71,81,34,70
Nayef Aguerd,Morocco,Real Sociedad,CB,79,67,50,64,64,81,75
Rayan Ait-Nouri,Algeria,Wolves,LB,79,84,52,73,82,73,70
Raul Albiol,Spain,Villarreal CF,CB,79,33,41,62,63,83,67
Kepa,Spain,AFC Bournemouth,GK,79,78,77,83,82,40,77
Emil Audero,Italy,Como,GK,79,80,74,73,83,53,76
Ezequiel Avila,Argentina,Real Betis,ST,79,77,80,65,77,45,85
Azpilicueta,Spain,Atlético de Madrid,CB,79,59,55,76,72,81,74
Alex Baena,Spain,Villarreal CF,LM,79,74,75,80,78,65,67
Alexander Bah,Denmark,SL Benfica,RB,79,91,65,72,75,74,81
Johan Bakayoko,Belgium,PSV,RW,79,86,71,70,82,33,63
Leonardo Balerdi,Argentina,OM,CB,79,64,45,62,68,80,77
Ever Banega,Argentina,Newell's,CM,79,52,73,81,78,73,73
Abdulkerim Bardakci,Turkey,Galatasaray,CB,79,61,45,71,69,79,86
Yuri Berchiche,Spain,Athletic Club,LB,79,79,68,74,75,77,83
Steven Berghuis,Netherlands,Ajax,RW,79,72,80,82,79,39,66
Steven Bergwijn,Netherlands,Al Ittihad,LW,79,80,76,74,82,41,70
Cristiano Biraghi,Italy,Fiorentina,LB,79,72,69,78,76,76,73
Marco Bizot,Netherlands,Stade Brestois,GK,79,79,76,72,80,46,79
Sacha Boey,France,FC Bayern München,RB,79,82,55,66,77,78,80
Giacomo Bonaventura,Italy,Al Shabab,MOC,79,65,78,80,80,70,64
Jarrad Branthwaite,England,Everton,CB,79,71,37,53,59,79,77
Brian Brobbey,Netherlands,Ajax,ST,79,85,76,57,73,30,80
Marcin Bulka,Poland,OGC Nice,GK,79,79,76,71,81,27,79
Matheus Cunha,Brazil,Wolves,ST,79,84,78,76,83,44,75
Matty Cash,Poland,Aston Villa,RB,79,77,66,71,75,75,76
Valentin Castellanos,Argentina,Latium,ST,79,72,79,69,75,42,77
Catena,Spain,CA Osasuna,CB,79,65,39,63,53,80,78
Dani Ceballos,Spain,Real Madrid,CM,79,63,70,79,82,70,67
Ben Chilwell,England,Chelsea,LB,79,76,60,78,77,75,72
Jordy Clasie,Netherlands,AZ,CDM,79,57,64,79,75,72,69
Dante,Brazil,OGC Nice,CB,79,32,52,69,65,81,79
Charles De Ketelaere,Belgium,Bergamo Calcio,MOC,79,69,77,78,81,55,70
Marten de Roon,Netherlands,Bergamo Calcio,CM,79,64,71,75,75,82,83
Romain Del Castillo,France,Stade Brestois,RW,79,84,76,78,81,42,65
Ermedin Demirovic,Bosnia-Herzegovina,VfB Stuttgart,ST,79,69,81,72,77,41,79
Sergino Dest,United States,PSV,LB,79,91,60,75,82,72,69
Boulaye Dia,Senegal,Latium,ST,79,81,80,62,77,27,75
Samuel Lino,Brazil,Atlético de Madrid,LM,79,83,70,73,80,51,66
Lucas Digne,France,Aston Villa,LB,79,73,68,78,76,76,74
Stole Dimitrievski,North Macedonia,Valencia CF,GK,79,78,80,74,79,36,78
Axel Disasi,France,Chelsea,CB,79,57,48,60,59,80,81
Alexander Djiku,Ghana,Fenerbahçe,CB,79,75,43,67,69,79,81
Cheick Doucoure,Mali,Crystal Palace,CDM,79,65,57,70,75,76,76
Lewis Dunk,England,Brighton,CB,79,41,52,68,65,80,80
Hugo Duro,Spain,Valencia CF,ST,79,73,79,67,76,47,75
Marcus Edwards,England,Sporting CP,RW,79,85,70,72,85,30,48
Stephan El Shaarawy,Italy,AS Roma,LM,79,82,75,76,83,49,62
Eljif Elmas,North Macedonia,RB Leipzig,MOC,79,73,72,74,82,66,67
Aritz Elustondo,Spain,Real Sociedad,RB,79,64,39,64,61,80,77
Lewis Ferguson,Scotland,Bologna,CM,79,75,78,75,80,73,82
Mark Flekken,Netherlands,Brentford,GK,79,80,74,83,82,32,77
Emil Forsberg,Sweden,Red Bulls,MOC,79,65,72,81,81,36,61
Chris Fuhrich,Germany,VfB Stuttgart,LM,79,83,69,72,85,51,59
Alvaro Garcia,Spain,Rayo Vallecano,LM,79,88,69,75,78,51,43
Alejandro Garnacho,Argentina,Man Utd,LM,79,86,75,72,81,37,59
Lutsharel Geertruida,Netherlands,RB Leipzig,CB,79,75,57,70,76,79,78
Morgan Gibbs-White,England,Nott'm Forest,MOC,79,75,74,79,80,57,69
Carles Gil,Spain,New England,MOC,79,70,71,80,79,38,62
Santiago Gimenez,Mexico,Feyenoord,ST,79,79,80,70,76,49,75
Moi Gomez,Spain,CA Osasuna,CM,79,66,75,80,78,61,61
Joao Neves,Portugal,Paris SG,CM,79,81,68,75,80,75,80
Robin Gosens,Germany,Fiorentina,LB,79,72,74,73,75,76,80
Mason Greenwood,England,OM,RM,79,83,80,75,81,36,60
Guruzeta,Spain,Athletic Club,ST,79,75,79,71,78,42,80
Sebastien Haller,Cote d'Ivoire,CD Leganés,ST,79,56,79,63,75,51,73
Dean Henderson,England,Crystal Palace,GK,79,80,76,78,81,55,75
Franck Honorat,France,M'gladbach,RM,79,80,77,77,78,53,63
Hiroki Ito,Japan,FC Bayern München,CB,79,77,57,71,72,80,75
Nicolas Jackson,Senegal,Chelsea,ST,79,83,78,65,80,40,73
Curtis Jones,England,Liverpool,CM,79,68,71,75,81,70,75
Luka Jovic,Serbia,Milano FC,ST,79,75,79,68,79,30,72
Irfan Can Kahveci,Turkey,Fenerbahçe,RW,79,73,79,79,80,58,66
Lukas Klostermann,Germany,RB Leipzig,CB,79,82,50,64,70,81,76
Robin Koch,Germany,Frankfurt,CB,79,65,38,61,65,80,76
Sead Kolasinac,Bosnia-Herzegovina,Bergamo Calcio,CB,79,64,63,67,68,79,83
Geoffrey Kondogbia,Central African Republic,OM,CM,79,67,71,75,75,80,88
Erik Lamela,Argentina,AEK Athens,RW,79,76,77,78,82,54,68
Noa Lang,Netherlands,PSV,LW,79,82,75,72,84,50,70
Manuel Lazzari,Italy,Latium,RB,79,93,62,76,82,70,66
Lee Kang In,"Korea, South",Paris SG,MOC,79,74,74,80,82,50,66
Pierre Lees-Melou,France,Stade Brestois,CDM,79,62,72,78,77,73,76
Mario Lemina,Gabon,Wolves,CDM,79,69,67,75,75,78,80
Jefferson Lerma,Colombia,Crystal Palace,CDM,79,72,71,71,74,77,81
Philipp Lienhart,Austria,SC Freiburg,CB,79,69,28,59,64,81,75
Matheus,Brazil,SC Braga,GK,79,82,75,81,80,45,77
Hugo Lloris,France,LAFC,GK,79,81,76,67,82,54,78
Pedro Neto,Portugal,Chelsea,RW,79,88,74,72,83,31,59
Anthony Lopes,Portugal,OL,GK,79,80,76,69,83,65,76
Pau Lopez,Spain,Girona FC,GK,79,77,77,79,82,48,80
Castello Lukeba,France,RB Leipzig,CB,79,70,43,68,73,80,73
Dodi Lukebakio,Belgium,Sevilla FC,RW,79,84,78,70,82,31,59
Robert Sanchez,Spain,Chelsea,GK,79,79,77,75,80,58,79
Ian Maatsen,Netherlands,Aston Villa,LB,79,86,65,75,81,72,63
Pablo Maffeo,Argentina,RCD Mallorca,RB,79,82,52,70,79,76,70
Jose Sa,Portugal,Wolves,GK,79,80,75,70,81,52,78
Omar Marmoush,Egypt,Frankfurt,ST,79,89,78,66,83,32,71
Arnau Martinez,Spain,Girona FC,RB,79,80,50,72,74,74,70
Adam Marusic,Montenegro,Latium,LB,79,87,66,67,74,76,80
Jean-Philippe Mateta,France,Crystal Palace,ST,79,76,78,63,73,39,82
Borja Mayoral,Spain,Getafe CF,ST,79,71,80,71,77,39,67
Chancel Mbemba,Congo,OM,CB,79,73,57,65,68,80,81
Callum McGregor,Scotland,Celtic,CDM,79,79,74,77,80,71,78
Medran,Spain,Ettifaq FC,CM,79,60,71,82,79,63,69
Nikola Milenkovic,Serbia,Nott'm Forest,CB,79,58,45,62,62,79,82
Takumi Minamino,Japan,AS Monaco,MOC,79,79,74,75,82,40,64
Tyrone Mings,England,Aston Villa,CB,79,64,44,67,64,78,80
Maximilian Mittelstadt,Germany,VfB Stuttgart,LB,79,74,62,72,77,77,72
Alex Moreno,Spain,Nott'm Forest,LB,79,79,66,74,77,76,68
Hidemasa Morita,Japan,Sporting CP,CM,79,69,72,76,79,74,77
Florentino,Portugal,SL Benfica,CDM,79,55,47,65,73,79,78
Hany Mukhtar,Germany,Nashville SC,MOC,79,82,75,77,80,44,64
Nordi Mukiele,France,Leverkusen,RB,79,77,49,68,71,80,80
Juan Musso,Argentina,Atlético de Madrid,GK,79,79,77,73,82,44,81
Galeno,Brazil,FC Porto,LM,79,93,76,70,82,38,68
Matt O'Riley,Denmark,Brighton,CM,79,69,77,80,77,67,76
Jonas Omlin,Switzerland,M'gladbach,GK,79,79,77,76,82,52,75
Ayoze Perez,Spain,Villarreal CF,LM,79,78,73,76,82,58,65
Mattia Perin,Italy,Juventus,GK,79,79,79,71,81,57,79
Matteo Pessina,Italy,Monza,CM,79,68,70,77,78,72,71
Dorde Petrovic,Serbia,Strasbourg,GK,79,79,78,73,81,41,77
Ethan Pinnock,Jamaica,Brentford,CB,79,67,36,56,61,81,83
Yeremy Pino,Spain,Villarreal CF,LM,79,76,73,76,79,38,46
Soufiane Rahimi,Morocco,Al Ain FC,LM,79,85,77,73,78,38,66
Goncalo Ramos,Portugal,Paris SG,ST,79,76,77,64,77,47,81
Antonee Robinson,United States,Fulham,LB,79,88,46,71,77,74,77
Kaku,Paraguay,Al Ain FC,MOC,79,81,72,81,80,52,64
Oriol Romeu,Spain,Girona FC,CDM,79,40,54,68,67,79,81
Valentin Rongier,France,OM,CDM,79,65,65,75,78,75,78
Frederik Ronnow,Denmark,Union Berlin,GK,79,79,79,69,81,47,78
Geronimo Rulli,Argentina,OM,GK,79,78,76,80,81,54,79
Julian Ryerson,Norway,Borussia Dortmund,RB,79,75,63,70,76,76,80
Pape Matar Sarr,Senegal,Spurs,CDM,79,70,65,75,78,76,75
Gianluca Scamacca,Italy,Bergamo Calcio,ST,79,65,81,67,74,36,74
Perr Schuurs,Netherlands,Torino,CB,79,69,64,74,69,81,74
Benjamin Sesko,Slovenia,RB Leipzig,ST,79,85,78,63,77,46,78
Mario Rui,Portugal,SSC Napoli,LB,79,80,56,77,80,74,68
Wilfried Singo,Cote d'Ivoire,AS Monaco,CB,79,77,57,70,73,77,83
Lukasz Skorupski,Poland,Bologna,GK,79,79,76,68,83,51,78
Tomas Soucek,Czech Republic,West Ham,CDM,79,50,72,71,68,80,83
Leonardo Spinazzola,Italy,SSC Napoli,LM,79,88,65,74,79,76,69
Antonio Silva,Portugal,SL Benfica,CB,79,80,37,64,69,79,80
Pietro Terracciano,Italy,Fiorentina,GK,79,80,77,73,83,41,79
Martin Terrier,France,Leverkusen,ST,79,82,80,75,79,36,72
Kieran Tierney,Scotland,Arsenal,LB,79,80,60,75,77,76,75
Jurrien Timber,Netherlands,Arsenal,CB,79,78,47,67,76,80,78
Quinten Timber,Netherlands,Feyenoord,CM,79,77,76,75,79,75,81
Rafael Toloi,Italy,Bergamo Calcio,CB,79,61,52,58,64,81,79
Edin Visca,Bosnia-Herzegovina,Trabzonspor,RM,79,82,78,76,81,47,63
Nikola Vlasic,Croatia,Torino,MOC,79,75,76,76,82,58,72
Aaron Wan-Bissaka,England,West Ham,RB,79,82,51,68,77,77,72
James Ward-Prowse,England,Nott'm Forest,CM,79,57,73,86,75,66,72
Julian Weigl,Germany,M'gladbach,CDM,79,54,64,76,75,74,73
Yoane Wissa,Congo,Brentford,LW,79,85,79,70,79,29,71
Denis Zakaria,Switzerland,AS Monaco,CDM,79,80,67,72,76,78,84
Davide Zappacosta,Italy,Bergamo Calcio,LB,79,76,68,74,75,76,70
Edon Zhegrova,Kosovo,LOSC Lille,RM,79,85,71,76,82,25,62
Oleksandr Zinchenko,Ukraine,Arsenal,LB,79,66,66,83,82,76,69
Joshua Zirkzee,Netherlands,Man Utd,ST,79,73,77,72,83,37,73
Carlos Augusto,Brazil,Lombardia FC,LM,79,81,72,77,80,75,80
Saud Abdulhamid,Saudi Arabia,AS Roma,RB,78,92,46,67,72,71,77
Tammy Abraham,England,Milano FC,ST,78,78,76,65,75,36,77
Tosin Adarabioyo,England,Chelsea,CB,78,72,35,63,63,78,78
Amine Adli,Morocco,Leverkusen,ST,78,83,76,69,82,42,74
Joseph Aidoo,Ghana,RC Celta,CB,78,75,27,47,50,77,88
Miguel Almiron,Paraguay,Newcastle Utd,RW,78,87,75,73,80,57,65
Nadiem Amiri,Germany,1. FSV Mainz 05,CM,78,67,74,80,82,60,69
Sofyan Amrabat,Morocco,Fenerbahçe,CDM,78,65,69,73,75,74,80
Michail Antonio,Jamaica,West Ham,ST,78,77,74,72,76,54,82
Mauro Arambarri,Uruguay,Getafe CF,CDM,78,60,65,72,74,78,78
Cristian Arango,Colombia,Real Salt Lake,ST,78,75,79,71,77,36,74
Benoit Badiashile,France,Chelsea,CB,78,62,47,67,60,78,77
Antonin Barak,Czech Republic,Kasımpaşa,CM,78,69,77,79,79,65,73
Ricardo Pereira,Portugal,Leicester City,RB,78,73,66,76,77,77,71
Melvin Bard,France,OGC Nice,LB,78,78,52,69,74,75,76
Ross Barkley,England,Aston Villa,CM,78,53,75,78,77,63,74
Marc Bartra,Spain,Real Betis,CB,78,68,61,71,72,78,75
Maximilian Beier,Germany,Borussia Dortmund,ST,78,89,79,65,79,26,60
Andrea Belotti,Italy,Como,ST,78,69,77,58,75,38,80
Fran Beltran,Spain,RC Celta,CDM,78,58,56,77,75,76,66
Said Benrahma,Algeria,OL,LW,78,73,75,75,82,40,57
Ramy Bensebaini,Algeria,Borussia Dortmund,LB,78,75,70,70,75,78,77
Nabil Bentaleb,Algeria,LOSC Lille,CDM,78,52,72,77,79,71,75
Mergim Berisha,Germany,TSG Hoffenheim,ST,78,71,79,72,75,37,72
Jan-Niklas Beste,Germany,SL Benfica,LM,78,78,72,79,76,60,64
Veljko Birmancevic,Serbia,Sparta Praha,RW,78,78,73,74,81,38,59
Olivier Boscagli,France,PSV,CB,78,67,50,75,76,80,75
Lilian Brassier,France,OM,CB,78,69,37,65,69,79,75
Ante Budimir,Croatia,CA Osasuna,ST,78,59,79,52,74,35,77
Emiliano Buendia,Argentina,Aston Villa,RM,78,69,74,80,82,66,66
Roman Burki,Switzerland,St. Louis CITY SC,GK,78,82,75,60,82,46,73
Dan Burn,England,Newcastle Utd,CB,78,42,36,67,63,77,84
Nelson Semedo,Portugal,Wolves,RB,78,80,56,69,78,74,73
Riccardo Calafiori,Italy,Arsenal,CB,78,69,65,70,72,78,77
Maxence Caqueret,France,OL,CM,78,75,62,75,79,75,73
Daniel Podence,Portugal,Al Shabab,LM,78,84,66,71,84,33,49
Trevoh Chalobah,England,Crystal Palace,CB,78,67,50,67,67,78,78
Andrea Colpani,Italy,Fiorentina,MOC,78,76,76,78,78,65,70
Murillo,Brazil,Nott'm Forest,CB,78,72,43,61,67,78,82
Vladimir Coufal,Czech Republic,West Ham,RB,78,65,56,72,73,77,80
Kerem Demirbay,Germany,Galatasaray,CM,78,62,76,79,79,69,75
Kiernan Dewsbury-Hall,England,Chelsea,CM,78,67,71,77,78,69,77
Denes Dibusz,Hungary,Ferencvárosi TC,GK,78,77,72,74,82,27,77
Ousmane Diomande,Cote d'Ivoire,Sporting CP,CB,78,80,26,53,73,77,83
Berat Djimsiti,Albania,Bergamo Calcio,CB,78,65,39,59,48,80,79
Marko Dmitrovic,Serbia,CD Leganés,GK,78,76,77,78,78,37,79
Ritsu Doan,Japan,SC Freiburg,RM,78,78,64,74,83,40,60
Danilho Doekhi,Netherlands,Union Berlin,CB,78,58,42,59,65,78,80
Oscar Dorley,Liberia,Slavia Praha,CDM,78,78,57,76,79,75,72
Oscar,Brazil,Shanghai Port FC,MOC,78,77,76,78,80,60,68
Ayoub El Kaabi,Morocco,Olympiacos FC,ST,78,80,80,61,74,46,70
Aschraf El Mahdioui,Netherlands,Al Taawoun,CDM,78,65,55,74,73,70,75
Harvey Elliott,England,Liverpool,MOC,78,74,71,77,81,53,50
Christian Eriksen,Denmark,Man Utd,CM,78,50,74,83,76,53,50
Alfonso Espino,Uruguay,Rayo Vallecano,LB,78,87,63,68,73,75,82
Lucas Perri,Brazil,OL,GK,78,81,73,80,81,35,75
Francisco Conceicao,Portugal,Juventus,RM,78,87,67,71,83,36,50
Wesley Fofana,France,Chelsea,CB,78,67,40,60,65,80,75
Przemyslaw Frankowski,Poland,RC Lens,RB,78,90,72,75,76,70,73
Levi Garcia,Trinidad and Tobago,AEK Athens,ST,78,89,77,71,81,35,82
Eric Garcia,Spain,FC Barcelona,CB,78,62,44,70,70,80,71
Ruben Garcia,Spain,CA Osasuna,RM,78,76,76,79,78,45,52
Fran Garcia,Spain,Real Madrid,LB,78,89,49,69,77,71,69
Federico Gatti,Italy,Juventus,CB,78,75,37,51,61,80,76
Ryan Gauld,Scotland,Whitecaps FC,LW,78,84,67,77,82,51,54
Joao Gomes,Brazil,Wolves,CDM,78,70,65,72,74,76,75
Campana,Spain,UD Las Palmas,CM,78,65,72,81,79,68,71
Ismaily,Brazil,LOSC Lille,LB,78,76,64,73,78,73,75
Amine Gouiri,Algeria,Stade Rennais FC,LM,78,77,80,75,79,45,71
Jonathan Gradit,France,RC Lens,CB,78,69,29,63,69,78,79
Ryan Gravenberch,Netherlands,Liverpool,CM,78,71,76,77,81,68,73
Michael Gregoritsch,Austria,SC Freiburg,ST,78,53,79,70,70,42,76
Guaita,Spain,RC Celta,GK,78,78,77,78,78,48,77
Arda Guler,Turkey,Real Madrid,MOC,78,72,73,80,82,52,50
Christian Gunter,Germany,SC Freiburg,LB,78,78,58,70,71,74,82
Abderrazak Hamdallah,Morocco,Al Shabab,ST,78,61,79,70,75,31,79
Lukas Haraslin,Slovakia,Sparta Praha,LW,78,80,74,73,81,40,59
Cucho Hernandez,Colombia,Columbus Crew,ST,78,83,77,73,78,42,77
Hector Herrera,Mexico,Houston Dynamo,CM,78,63,74,74,74,75,81
Ander Herrera,Spain,Athletic Club,CM,78,59,71,78,78,79,74
Sergio Herrera,Spain,CA Osasuna,GK,78,78,77,75,78,47,76
Isak Hien,Sweden,Bergamo Calcio,CB,78,70,37,49,56,78,78
Andreas Pereira,Brazil,Fulham,MOC,78,74,77,80,78,66,69
Rasmus Hojlund,Denmark,Man Utd,ST,78,85,77,59,74,33,84
Hwang Hee Chan,"Korea, South",Wolves,ST,78,84,77,70,78,39,74
Borja Iglesias,Spain,RC Celta,ST,78,62,80,66,74,40,77
Lorenzo Insigne,Italy,Toronto FC,LW,78,79,77,79,81,36,44
Junya Ito,Japan,Stade de Reims,RM,78,87,69,74,79,58,68
Juanmi,Spain,Real Betis,LM,78,78,77,71,80,31,62
Brennan Johnson,Wales,Spurs,RM,78,89,74,72,78,43,59
Sam Johnstone,England,Wolves,GK,78,79,79,69,80,41,76
Joan Jordan,Spain,D. Alavés,CM,78,54,75,78,75,69,75
Pierre Kalulu,France,Juventus,CB,78,78,50,68,69,79,74
Kevin Kampl,Slovenia,RB Leipzig,CM,78,52,66,79,81,64,59
Rick Karsdorp,Netherlands,PSV,RB,78,81,63,74,76,73,80
Moise Kean,Italy,Fiorentina,ST,78,84,76,58,76,40,75
Kodjo Fo-Doh Laba,Togo,Al Ain FC,ST,78,77,78,64,70,25,83
Gaetan Laborde,France,OGC Nice,RW,78,70,79,76,79,40,79
Armand Lauriente,France,Sassuolo,LW,78,80,76,75,80,35,61
Victor Lindelof,Sweden,Man Utd,CB,78,52,51,73,72,80,74
Tino Livramento,England,Newcastle Utd,RB,78,83,50,70,79,74,73
Hirving Lozano,Mexico,PSV,RW,78,88,75,71,80,41,58
Matheus Nunes,Portugal,Manchester City,CM,78,83,71,74,81,73,76
Noni Madueke,England,Chelsea,RM,78,90,72,72,82,38,67
Joakim Maehle,Denmark,VfL Wolfsburg,RB,78,76,57,71,74,73,78
Lovro Majer,Croatia,VfL Wolfsburg,CM,78,62,73,80,83,60,71
Nemanja Maksimovic,Serbia,Panathinaikos,CM,78,47,73,74,73,77,79
Steve Mandanda,France,Stade Rennais FC,GK,78,75,77,74,79,49,77
Solly March,England,Brighton,RM,78,75,71,76,79,67,65
Konstantinos Mavropanos,Greece,West Ham,CB,78,74,56,54,59,79,82
Weston McKennie,United States,Juventus,CM,78,76,73,77,78,79,80
Scott McTominay,Scotland,SSC Napoli,CDM,78,55,78,71,73,75,84
Ben Mee,England,Brentford,CB,78,45,42,54,57,82,76
Arthur Cabral,Brazil,SL Benfica,ST,78,71,78,64,76,32,79
Simon Mignolet,Belgium,Club Brugge,GK,78,77,75,73,80,51,81
Moncayola,Spain,CA Osasuna,CM,78,64,67,75,78,73,70
Mason Mount,England,Man Utd,CM,78,70,77,81,79,61,65
Neto,Brazil,Arsenal,GK,78,80,72,73,82,53,76
Luis Muriel,Colombia,Orlando City,ST,78,85,78,73,82,29,67
Rodrigo Becao,Brazil,Fenerbahçe,CB,78,54,33,56,56,79,79
