name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Identifier
Sergio Busquets,Spain,Inter Miami CF,CDM,81,37,61,77,78,78,73,sergiobusquets_SPA
Bryan Cristante,Italy,AS Roma,CM,81,55,74,78,75,78,84,bryancristante_ITA
Ricardo Horta,Portugal,SC Braga,MOC,81,80,80,80,81,43,70,ricardohorta_POR
Rui Silva,Portugal,Real Betis,GK,81,82,76,77,84,31,81,ruisilva_POR
Matteo Darmian,Italy,Lombardia FC,RB,81,72,62,75,76,80,75,matteodarmian_ITA
Jonathan David,Canada,LOSC Lille,ST,81,82,81,71,78,34,75,jonathandavid_CAN
Richarlison,Brazil,Spurs,ST,81,77,80,73,80,53,78,richarlison_BRA
Luuk de Jong,Netherlands,PSV,ST,81,44,80,73,73,57,80,luukdejong_NET
Fred,Brazil,Fenerbahçe,CDM,81,75,71,79,82,75,78,fred_BRA
Eberechi Eze,England,Crystal Palace,MOC,81,78,81,78,84,49,69,eberechieze_ENG
Youssouf Fofana,France,Milano FC,CDM,81,69,68,74,77,78,80,youssouffofana_FRA
Davide Frattesi,Italy,Lombardia FC,CM,81,80,74,78,81,71,71,davidefrattesi_ITA
Remo Freuler,Switzerland,Bologna,CDM,81,60,72,76,77,77,74,remofreuler_SWI
Conor Gallagher,England,Atlético de Madrid,CM,81,73,75,78,78,77,81,conorgallagher_ENG
Alexandr Golovin,Russia,AS Monaco,LM,81,77,77,80,83,61,68,alexandrgolovin_RUS
Pascal Gross,Germany,Borussia Dortmund,CDM,81,50,77,85,80,73,74,pascalgross_GER
Marc Guehi,England,Crystal Palace,CB,81,72,39,65,72,82,77,marcguehi_ENG
David Hancko,Slovakia,Feyenoord,CB,81,78,66,72,74,81,80,davidhancko_SLO
Benjamin Henrichs,Germany,RB Leipzig,RB,81,74,54,76,78,79,74,benjaminhenrichs_GER
Piero Hincapie,Ecuador,Leverkusen,CB,81,78,40,64,72,81,80,pierohincapie_ECU
Ferdi Kadioglu,Turkey,Brighton,LB,81,88,65,75,85,75,76,ferdikadioglu_TUR
Daichi Kamada,Japan,Crystal Palace,MOC,81,79,73,80,83,54,63,daichikamada_JAP
Presnel Kimpembe,France,Paris SG,CB,81,74,43,67,69,81,82,presnelkimpembe_FRA
Orkun Kokcu,Turkey,SL Benfica,CM,81,72,76,83,80,68,79,orkunkokcu_TUR
Ezri Konsa,England,Aston Villa,CB,81,76,48,71,76,83,78,ezrikonsa_ENG
Odilon Kossounou,Cote d'Ivoire,Bergamo Calcio,CB,81,80,32,64,67,82,80,odilonkossounou_COT
Andrej Kramaric,Croatia,TSG Hoffenheim,ST,81,71,83,79,84,33,73,andrejkramaric_CRO
Takefusa Kubo,Japan,Real Sociedad,RW,81,84,76,76,83,40,60,takefusakubo_JAP
Ruben Loftus-Cheek,England,Milano FC,CM,81,81,76,79,82,77,83,rubenloftus-cheek_ENG
Andriy Lunin,Ukraine,Real Madrid,GK,81,80,78,77,82,37,80,andriylunin_UKR
Inigo Martinez,Spain,FC Barcelona,CB,81,71,56,67,61,81,80,inigomartinez_SPA
Noussair Mazraoui,Morocco,Man Utd,RB,81,78,66,77,83,77,71,noussairmazraoui_MOR
Brais Mendez,Spain,Real Sociedad,CM,81,71,80,82,81,65,73,braismendez_SPA
Alex Meret,Italy,SSC Napoli,GK,81,80,78,72,84,44,83,alexmeret_ITA
Arkadiusz Milik,Poland,Juventus,ST,81,56,82,72,77,40,72,arkadiuszmilik_POL
Kaoru Mitoma,Japan,Brighton,LM,81,84,73,75,85,57,65,kaorumitoma_JAP
Fernando Muslera,Uruguay,Galatasaray,GK,81,81,81,71,80,35,82,fernandomuslera_URU
Riccardo Orsolini,Italy,Bologna,RM,81,79,80,78,83,49,67,riccardoorsolini_ITA
Stefan Ortega,Germany,Manchester City,GK,81,79,77,86,84,52,81,stefanortega_GER
Nicolas Otamendi,Argentina,SL Benfica,CB,81,60,57,64,59,83,83,nicolasotamendi_ARG
Isi Palazon,Spain,Rayo Vallecano,RM,81,84,78,79,81,39,64,isipalazon_SPA
Aaron Ramsdale,England,Southampton,GK,81,81,79,85,83,48,78,aaronramsdale_ENG
Marcus Rashford,England,Man Utd,LM,81,89,83,76,82,33,64,marcusrashford_ENG
David Raum,Germany,RB Leipzig,LB,81,85,61,81,78,73,78,davidraum_GER
Stefan Savic,Montenegro,Trabzonspor,CB,81,63,35,57,57,83,79,stefansavic_MON
Xaver Schlager,Austria,RB Leipzig,CDM,81,72,70,74,78,75,79,xaverschlager_AUS
Jerdy Schouten,Netherlands,PSV,CDM,81,65,59,72,76,80,72,jerdyschouten_NET
Ellyes Skhiri,Tunisia,Frankfurt,CDM,81,60,73,74,75,80,76,ellyesskhiri_TUN
Milan Skriniar,Slovakia,Paris SG,CB,81,57,45,60,65,83,80,milanskriniar_SLO
Dominic Solanke,England,Spurs,ST,81,75,81,66,78,29,83,dominicsolanke_ENG
David Soria,Spain,Getafe CF,GK,81,81,79,73,82,43,80,davidsoria_SPA
Raheem Sterling,England,Arsenal,LM,81,85,78,75,85,42,65,raheemsterling_ENG
Dominik Szoboszlai,Hungary,Liverpool,MOC,81,82,80,84,80,59,70,dominikszoboszlai_HUN
Youri Tielemans,Belgium,Aston Villa,CM,81,44,79,83,79,69,70,youritielemans_BEL
Manuel Ugarte,Uruguay,Man Utd,CDM,81,69,65,73,77,78,80,manuelugarte_URU
Deniz Undav,Germany,VfB Stuttgart,ST,81,67,82,75,80,33,78,denizundav_GER
Alvaro Valles,Spain,UD Las Palmas,GK,81,80,79,79,83,41,81,alvarovalles_SPA
Lucas Vazquez,Spain,Real Madrid,RB,81,81,74,80,81,74,69,lucasvazquez_SPA
Joey Veerman,Netherlands,PSV,CM,81,55,72,85,77,66,72,joeyveerman_NET
Vivian,Spain,Athletic Club,CB,81,79,48,57,69,82,81,vivian_SPA
Callum Wilson,England,Newcastle Utd,ST,81,78,82,67,79,42,75,callumwilson_ENG
Lamine Yamal,Spain,FC Barcelona,RW,81,82,75,76,82,23,48,lamineyamal_SPA
Wilfried Zaha,Cote d'Ivoire,OL,LM,81,86,78,73,85,37,75,wilfriedzaha_COT
Piotr Zielinski,Poland,Lombardia FC,CM,81,78,76,80,83,71,62,piotrzielinski_POL
Zubimendi,Spain,Real Sociedad,CDM,81,64,67,75,77,78,71,zubimendi_SPA
Salem Al Dawsari,Saudi Arabia,Al Hilal,LM,80,85,75,72,84,52,80,salemaldawsari_SAU
Ali Al Musrati,Libya,Beşiktaş,CDM,80,62,66,71,71,78,84,alialmusrati_LIB
Jordi Alba,Spain,Inter Miami CF,LB,80,82,70,80,81,72,69,jordialba_SPA
Toby Alderweireld,Belgium,Royal Antwerp FC,CB,80,50,61,74,66,81,82,tobyalderweireld_BEL
Joachim Andersen,Denmark,Fulham,CB,80,52,57,72,66,79,84,joachimandersen_DEN
Benjamin Andre,France,LOSC Lille,CDM,80,61,64,73,75,78,83,benjaminandre_FRA
Marko Arnautovic,Austria,Lombardia FC,ST,80,70,79,78,79,44,78,markoarnautovic_AUS
Maximilian Arnold,Germany,VfL Wolfsburg,CDM,80,63,79,79,77,76,76,maximilianarnold_GER
Fredrik Aursnes,Norway,SL Benfica,RB,80,76,66,77,80,76,81,fredrikaursnes_NOR
Simon Banza,Congo,Trabzonspor,ST,80,75,80,56,76,36,77,simonbanza_CON
Roberto Firmino,Brazil,Al Ahli,MOC,80,67,75,79,85,58,76,robertofirmino_BRA
Bradley Barcola,France,Paris SG,LW,80,88,74,75,81,34,64,bradleybarcola_FRA
Harvey Barnes,England,Newcastle Utd,LW,80,85,78,75,81,43,68,harveybarnes_ENG
Christoph Baumgartner,Austria,RB Leipzig,MOC,80,77,74,74,82,47,60,christophbaumgartner_AUS
Walter Benitez,Argentina,PSV,GK,80,79,78,72,82,37,79,walterbenitez_ARG
Goncalo Inacio,Portugal,Sporting CP,CB,80,80,37,64,71,81,79,goncaloinacio_POR
Yves Bissouma,Mali,Spurs,CDM,80,71,67,75,81,78,77,yvesbissouma_MAL
Daley Blind,Netherlands,Girona FC,CB,80,36,62,83,77,83,70,daleyblind_NET
Denis Bouanga,Gabon,LAFC,LW,80,85,81,74,79,38,79,denisbouanga_GAB
Yan Couto,Brazil,Borussia Dortmund,RM,80,85,61,76,81,72,64,yancouto_BRA
Alessandro Buongiorno,Italy,SSC Napoli,CB,80,65,45,69,65,82,76,alessandrobuongiorno_ITA
Davide Calabria,Italy,Milano FC,RB,80,78,57,70,76,79,71,davidecalabria_ITA
Lucas Chevalier,France,LOSC Lille,GK,80,80,79,72,83,45,78,lucaschevalier_FRA
Samuel Chukwueze,Nigeria,Milano FC,RW,80,88,74,74,83,36,61,samuelchukwueze_NIG
Jonathan Clauss,France,OGC Nice,RB,80,88,69,76,78,73,69,jonathanclauss_FRA
Kevin Danso,Austria,RC Lens,CB,80,75,32,57,62,80,85,kevindanso_AUS
Evanilson,Brazil,AFC Bournemouth,ST,80,76,78,65,78,37,80,evanilson_BRA
De Marcos,Spain,Athletic Club,RB,80,79,64,74,75,77,78,demarcos_SPA
Michele Di Gregorio,Italy,Juventus,GK,80,82,78,78,82,56,82,micheledigregorio_ITA
Eric Dier,England,FC Bayern München,CB,80,58,63,70,63,81,81,ericdier_ENG
Jeremy Doku,Belgium,Manchester City,LW,80,92,72,73,86,30,68,jeremydoku_BEL
Ederson,Brazil,Bergamo Calcio,CM,80,72,68,75,79,77,80,ederson_BRA
Wataru Endo,Japan,Liverpool,CDM,80,60,68,71,78,79,76,wataruendo_JAP
Pervis Estupinan,Ecuador,Brighton,LB,80,78,57,75,79,77,75,pervisestupinan_ECU
Wladimiro Falcone,Italy,Lecce,GK,80,83,79,75,84,27,76,wladimirofalcone_ITA
Joao Felix,Portugal,Chelsea,LW,80,80,78,77,84,40,67,joaofelix_POR
Suso,Spain,Sevilla FC,RM,80,72,76,80,83,32,51,suso_SPA
Seko Fofana,Cote d'Ivoire,Ettifaq FC,CM,80,71,77,76,78,73,86,sekofofana_COT
Juan Foyth,Argentina,Villarreal CF,RB,80,71,46,71,72,81,77,juanfoyth_ARG
Javi Galan,Spain,Atlético de Madrid,LB,80,79,56,74,79,77,72,javigalan_SPA
Pepelu,Spain,Valencia CF,CM,80,68,70,80,77,75,78,pepelu_SPA
Nuno Santos,Portugal,Sporting CP,LM,80,83,81,76,80,70,76,nunosantos_POR
Joe Gomez,England,Liverpool,CB,80,82,28,71,72,80,79,joegomez_ENG
Nicolas Gonzalez,Argentina,Juventus,RW,80,85,76,73,83,45,62,nicolasgonzalez_ARG
Mario Gotze,Germany,Frankfurt,MOC,80,55,74,83,83,55,69,mariogotze_GER
Vincenzo Grifo,Italy,SC Freiburg,LM,80,69,77,82,81,43,64,vincenzogrifo_ITA
Nemanja Gudelj,Serbia,Sevilla FC,CB,80,54,73,78,70,79,85,nemanjagudelj_SER
Albert Gudmundsson,Iceland,Fiorentina,ST,80,87,79,70,83,37,72,albertgudmundsson_ICE
Matteo Guendouzi,France,Latium,CM,80,72,71,78,79,75,81,matteoguendouzi_FRA
Malo Gusto,France,Chelsea,RB,80,88,49,75,78,73,75,malogusto_FRA
Miguel Gutierrez,Spain,Girona FC,LB,80,81,64,76,80,75,72,miguelgutierrez_SPA
Amadou Haidara,Mali,RB Leipzig,CM,80,66,72,79,81,72,69,amadouhaidara_MAL
Danilo Pereira,Portugal,Al Ittihad,CB,80,50,63,70,70,80,84,danilopereira_POR
Jordan Henderson,England,Ajax,CDM,80,64,72,81,76,75,78,jordanhenderson_ENG
Morten Hjulmand,Denmark,Sporting CP,CDM,80,65,66,76,74,75,83,mortenhjulmand_DEN
Pierre-Emile Hojbjerg,Denmark,OM,CDM,80,50,73,76,74,77,80,pierre-emilehojbjerg_DEN
Ibanez,Brazil,Al Ahli,CB,80,85,32,45,60,81,82,ibanez_BRA
Bento,Brazil,Al Nassr,GK,80,79,76,77,83,28,81,bento_BRA
Thomas Lemar,France,Atlético de Madrid,CM,80,81,77,81,83,67,64,thomaslemar_FRA
Dominik Livakovic,Croatia,Fenerbahçe,GK,80,80,76,71,83,56,80,dominiklivakovic_CRO
Giovani Lo Celso,Argentina,Real Betis,MOC,80,69,74,81,83,68,71,giovanilocelso_ARG
David Lopez,Spain,Girona FC,CB,80,45,60,71,66,82,75,davidlopez_SPA
Harry Maguire,England,Man Utd,CB,80,37,57,70,65,80,82,harrymaguire_ENG
Reinildo,Mozambique,Atlético de Madrid,LB,80,84,55,68,75,78,79,reinildo_MOZ
Ivan Martin,Spain,Girona FC,MOC,80,75,75,79,81,68,63,ivanmartin_SPA
Nemanja Matic,Serbia,OL,CDM,80,35,67,76,76,78,78,nemanjamatic_SER
Bryan Mbeumo,Cameroon,Brentford,RW,80,84,80,74,80,49,76,bryanmbeumo_CAM
Facundo Medina,Argentina,RC Lens,CB,80,73,36,69,72,80,79,facundomedina_ARG
Edouard Mendy,Senegal,Al Ahli,GK,80,78,77,75,81,34,79,edouardmendy_SEN
Dries Mertens,Belgium,Galatasaray,MOC,80,68,78,81,81,43,50,driesmertens_BEL
Daniel Munoz,Colombia,Crystal Palace,RB,80,84,66,72,76,75,82,danielmunoz_COL
Vedat Muriqi,Kosovo,RCD Mallorca,ST,80,53,82,63,73,29,82,vedatmuriqi_KOS
Joao Mario,Portugal,Beşiktaş,LM,80,68,76,80,82,64,68,joaomario_POR
Jesus Navas,Spain,Sevilla FC,RB,80,81,68,79,80,76,55,jesusnavas_SPA
David Neres,Brazil,SSC Napoli,LM,80,86,75,75,86,43,64,davidneres_BRA
Alexander Nubel,Germany,VfB Stuttgart,GK,80,81,76,81,82,48,78,alexandernubel_GER
Mario Pasalic,Croatia,Bergamo Calcio,CM,80,69,78,77,81,67,77,mariopasalic_CRO
Vangelis Pavlidis,Greece,SL Benfica,ST,80,75,82,67,78,44,82,vangelispavlidis_GRE
Matteo Politano,Italy,SSC Napoli,RW,80,80,78,78,83,42,54,matteopolitano_ITA
Ivan Rakitic,Croatia,Hajduk Split,CM,80,48,79,83,77,74,70,ivanrakitic_CRO
Amir Rrahmani,Kosovo,SSC Napoli,CB,80,69,51,58,61,82,78,amirrrahmani_KOS
Ruiz de Galarreta,Spain,Athletic Club,CDM,80,72,65,77,79,77,76,ruizdegalarreta_SPA
Allan Saint-Maximin,France,Fenerbahçe,LM,80,89,72,73,87,29,68,allansaint-maximin_FRA
Davinson Sanchez,Colombia,Galatasaray,CB,80,77,47,55,65,79,82,davinsonsanchez_COL
Diego Carlos,Brazil,Aston Villa,CB,80,63,47,63,67,79,76,diegocarlos_BRA
Teji Savanier,France,Montpellier,MOC,80,60,76,84,82,68,68,tejisavanier_FRA
Kasper Schmeichel,Denmark,Celtic,GK,80,77,76,79,78,42,80,kasperschmeichel_DEN
William Carvalho,Portugal,Real Betis,CDM,80,37,68,78,76,76,84,williamcarvalho_POR
Mohamed Simakan,France,Al Nassr,CB,80,75,43,65,69,81,80,mohamedsimakan_FRA
Sebastian Szymanski,Poland,Fenerbahçe,MOC,80,81,77,79,79,51,67,sebastianszymanski_POL
Mehdi Taremi,Iran,Lombardia FC,ST,80,78,79,75,81,38,73,mehditaremi_IRA
James Tarkowski,England,Everton,CB,80,47,45,64,59,81,81,jamestarkowski_ENG
Jean-Clair Todibo,France,West Ham,CB,80,81,47,64,69,80,78,jean-clairtodibo_FRA
Ivan Toney,England,Al Ahli,ST,80,77,81,71,75,51,81,ivantoney_ENG
Ferran Torres,Spain,FC Barcelona,LW,80,84,78,76,81,35,68,ferrantorres_SPA
Hamari Traore,Mali,Real Sociedad,RB,80,82,57,72,76,75,78,hamaritraore_MAL
Lars Unnerstall,Germany,FC Twente,GK,80,80,80,66,83,32,80,larsunnerstall_GER
Andre Silva,Portugal,RB Leipzig,ST,80,74,80,71,81,46,77,andresilva_POR
Hans Vanaken,Belgium,Club Brugge,MOC,80,45,79,83,77,60,76,hansvanaken_BEL
Jordan Veretout,France,OL,CM,80,75,75,78,79,75,80,jordanveretout_FRA
Timo Werner,Germany,Spurs,LM,80,91,79,69,80,35,69,timowerner_GER
Mats Wieffer,Netherlands,Brighton,CDM,80,70,66,74,75,76,83,matswieffer_NET
Axel Witsel,Belgium,Atlético de Madrid,CB,80,34,63,77,75,83,75,axelwitsel_BEL
Baris Alper Yilmaz,Turkey,Galatasaray,RM,80,91,75,71,82,67,84,barisalperyilmaz_TUR
Warren Zaire-Emery,France,Paris SG,CM,80,79,68,77,80,75,78,warrenzaire-emery_FRA
Andre-Franck Zambo Anguissa,Cameroon,SSC Napoli,CDM,80,75,67,71,76,77,88,andre-franckzamboanguissa_CAM
Lucas Zelarayan,Armenia,Al Fateh,MOC,80,71,77,79,83,46,67,lucaszelarayan_ARM
Hakim Ziyech,Morocco,Galatasaray,RM,80,74,77,82,80,50,66,hakimziyech_MOR
Zubeldia,Spain,Real Sociedad,CB,80,78,63,74,73,80,82,zubeldia_SPA
Karim Adeyemi,Germany,Borussia Dortmund,LM,79,96,73,71,81,34,70,karimadeyemi_GER
Nayef Aguerd,Morocco,Real Sociedad,CB,79,67,50,64,64,81,75,nayefaguerd_MOR
Rayan Ait-Nouri,Algeria,Wolves,LB,79,84,52,73,82,73,70,rayanait-nouri_ALG
Raul Albiol,Spain,Villarreal CF,CB,79,33,41,62,63,83,67,raulalbiol_SPA
Kepa,Spain,AFC Bournemouth,GK,79,78,77,83,82,40,77,kepa_SPA
Emil Audero,Italy,Como,GK,79,80,74,73,83,53,76,emilaudero_ITA
Ezequiel Avila,Argentina,Real Betis,ST,79,77,80,65,77,45,85,ezequielavila_ARG
Azpilicueta,Spain,Atlético de Madrid,CB,79,59,55,76,72,81,74,azpilicueta_SPA
Alex Baena,Spain,Villarreal CF,LM,79,74,75,80,78,65,67,alexbaena_SPA
Alexander Bah,Denmark,SL Benfica,RB,79,91,65,72,75,74,81,alexanderbah_DEN
Johan Bakayoko,Belgium,PSV,RW,79,86,71,70,82,33,63,johanbakayoko_BEL
Leonardo Balerdi,Argentina,OM,CB,79,64,45,62,68,80,77,leonardobalerdi_ARG
Ever Banega,Argentina,Newell's,CM,79,52,73,81,78,73,73,everbanega_ARG
Abdulkerim Bardakci,Turkey,Galatasaray,CB,79,61,45,71,69,79,86,abdulkerimbardakci_TUR
Yuri Berchiche,Spain,Athletic Club,LB,79,79,68,74,75,77,83,yuriberchiche_SPA
Steven Berghuis,Netherlands,Ajax,RW,79,72,80,82,79,39,66,stevenberghuis_NET
Steven Bergwijn,Netherlands,Al Ittihad,LW,79,80,76,74,82,41,70,stevenbergwijn_NET
Cristiano Biraghi,Italy,Fiorentina,LB,79,72,69,78,76,76,73,cristianobiraghi_ITA
Marco Bizot,Netherlands,Stade Brestois,GK,79,79,76,72,80,46,79,marcobizot_NET
Sacha Boey,France,FC Bayern München,RB,79,82,55,66,77,78,80,sachaboey_FRA
Giacomo Bonaventura,Italy,Al Shabab,MOC,79,65,78,80,80,70,64,giacomobonaventura_ITA
Jarrad Branthwaite,England,Everton,CB,79,71,37,53,59,79,77,jarradbranthwaite_ENG
Brian Brobbey,Netherlands,Ajax,ST,79,85,76,57,73,30,80,brianbrobbey_NET
Marcin Bulka,Poland,OGC Nice,GK,79,79,76,71,81,27,79,marcinbulka_POL
Matheus Cunha,Brazil,Wolves,ST,79,84,78,76,83,44,75,matheuscunha_BRA
Matty Cash,Poland,Aston Villa,RB,79,77,66,71,75,75,76,mattycash_POL
Valentin Castellanos,Argentina,Latium,ST,79,72,79,69,75,42,77,valentincastellanos_ARG
Catena,Spain,CA Osasuna,CB,79,65,39,63,53,80,78,catena_SPA
Dani Ceballos,Spain,Real Madrid,CM,79,63,70,79,82,70,67,daniceballos_SPA
Ben Chilwell,England,Chelsea,LB,79,76,60,78,77,75,72,benchilwell_ENG
Jordy Clasie,Netherlands,AZ,CDM,79,57,64,79,75,72,69,jordyclasie_NET
Dante,Brazil,OGC Nice,CB,79,32,52,69,65,81,79,dante_BRA
Charles De Ketelaere,Belgium,Bergamo Calcio,MOC,79,69,77,78,81,55,70,charlesdeketelaere_BEL
Marten de Roon,Netherlands,Bergamo Calcio,CM,79,64,71,75,75,82,83,martenderoon_NET
Romain Del Castillo,France,Stade Brestois,RW,79,84,76,78,81,42,65,romaindelcastillo_FRA
Ermedin Demirovic,Bosnia-Herzegovina,VfB Stuttgart,ST,79,69,81,72,77,41,79,ermedindemirovic_BOS
Sergino Dest,United States,PSV,LB,79,91,60,75,82,72,69,serginodest_UNI
Boulaye Dia,Senegal,Latium,ST,79,81,80,62,77,27,75,boulayedia_SEN
Samuel Lino,Brazil,Atlético de Madrid,LM,79,83,70,73,80,51,66,samuellino_BRA
Lucas Digne,France,Aston Villa,LB,79,73,68,78,76,76,74,lucasdigne_FRA
Stole Dimitrievski,North Macedonia,Valencia CF,GK,79,78,80,74,79,36,78,stoledimitrievski_NOR
Axel Disasi,France,Chelsea,CB,79,57,48,60,59,80,81,axeldisasi_FRA
Alexander Djiku,Ghana,Fenerbahçe,CB,79,75,43,67,69,79,81,alexanderdjiku_GHA
Cheick Doucoure,Mali,Crystal Palace,CDM,79,65,57,70,75,76,76,cheickdoucoure_MAL
Lewis Dunk,England,Brighton,CB,79,41,52,68,65,80,80,lewisdunk_ENG
Hugo Duro,Spain,Valencia CF,ST,79,73,79,67,76,47,75,hugoduro_SPA
Marcus Edwards,England,Sporting CP,RW,79,85,70,72,85,30,48,marcusedwards_ENG
Stephan El Shaarawy,Italy,AS Roma,LM,79,82,75,76,83,49,62,stephanelshaarawy_ITA
Eljif Elmas,North Macedonia,RB Leipzig,MOC,79,73,72,74,82,66,67,eljifelmas_NOR
Aritz Elustondo,Spain,Real Sociedad,RB,79,64,39,64,61,80,77,aritzelustondo_SPA
Lewis Ferguson,Scotland,Bologna,CM,79,75,78,75,80,73,82,lewisferguson_SCO
Mark Flekken,Netherlands,Brentford,GK,79,80,74,83,82,32,77,markflekken_NET
Emil Forsberg,Sweden,Red Bulls,MOC,79,65,72,81,81,36,61,emilforsberg_SWE
Chris Fuhrich,Germany,VfB Stuttgart,LM,79,83,69,72,85,51,59,chrisfuhrich_GER
Alvaro Garcia,Spain,Rayo Vallecano,LM,79,88,69,75,78,51,43,alvarogarcia_SPA
Alejandro Garnacho,Argentina,Man Utd,LM,79,86,75,72,81,37,59,alejandrogarnacho_ARG
Lutsharel Geertruida,Netherlands,RB Leipzig,CB,79,75,57,70,76,79,78,lutsharelgeertruida_NET
Morgan Gibbs-White,England,Nott'm Forest,MOC,79,75,74,79,80,57,69,morgangibbs-white_ENG
Carles Gil,Spain,New England,MOC,79,70,71,80,79,38,62,carlesgil_SPA
Santiago Gimenez,Mexico,Feyenoord,ST,79,79,80,70,76,49,75,santiagogimenez_MEX
Moi Gomez,Spain,CA Osasuna,CM,79,66,75,80,78,61,61,moigomez_SPA
Joao Neves,Portugal,Paris SG,CM,79,81,68,75,80,75,80,joaoneves_POR
Robin Gosens,Germany,Fiorentina,LB,79,72,74,73,75,76,80,robingosens_GER
Mason Greenwood,England,OM,RM,79,83,80,75,81,36,60,masongreenwood_ENG
Guruzeta,Spain,Athletic Club,ST,79,75,79,71,78,42,80,guruzeta_SPA
Sebastien Haller,Cote d'Ivoire,CD Leganés,ST,79,56,79,63,75,51,73,sebastienhaller_COT
Dean Henderson,England,Crystal Palace,GK,79,80,76,78,81,55,75,deanhenderson_ENG
Franck Honorat,France,M'gladbach,RM,79,80,77,77,78,53,63,franckhonorat_FRA
Hiroki Ito,Japan,FC Bayern München,CB,79,77,57,71,72,80,75,hirokiito_JAP
Nicolas Jackson,Senegal,Chelsea,ST,79,83,78,65,80,40,73,nicolasjackson_SEN
Curtis Jones,England,Liverpool,CM,79,68,71,75,81,70,75,curtisjones_ENG
Luka Jovic,Serbia,Milano FC,ST,79,75,79,68,79,30,72,lukajovic_SER
Irfan Can Kahveci,Turkey,Fenerbahçe,RW,79,73,79,79,80,58,66,irfancankahveci_TUR
Lukas Klostermann,Germany,RB Leipzig,CB,79,82,50,64,70,81,76,lukasklostermann_GER
Robin Koch,Germany,Frankfurt,CB,79,65,38,61,65,80,76,robinkoch_GER
Sead Kolasinac,Bosnia-Herzegovina,Bergamo Calcio,CB,79,64,63,67,68,79,83,seadkolasinac_BOS
Geoffrey Kondogbia,Central African Republic,OM,CM,79,67,71,75,75,80,88,geoffreykondogbia_CEN
Erik Lamela,Argentina,AEK Athens,RW,79,76,77,78,82,54,68,eriklamela_ARG
Noa Lang,Netherlands,PSV,LW,79,82,75,72,84,50,70,noalang_NET
Manuel Lazzari,Italy,Latium,RB,79,93,62,76,82,70,66,manuellazzari_ITA
Lee Kang In,"Korea, South",Paris SG,MOC,79,74,74,80,82,50,66,leekangin_KOR
Pierre Lees-Melou,France,Stade Brestois,CDM,79,62,72,78,77,73,76,pierrelees-melou_FRA
Mario Lemina,Gabon,Wolves,CDM,79,69,67,75,75,78,80,mariolemina_GAB
Jefferson Lerma,Colombia,Crystal Palace,CDM,79,72,71,71,74,77,81,jeffersonlerma_COL
Philipp Lienhart,Austria,SC Freiburg,CB,79,69,28,59,64,81,75,philipplienhart_AUS
Matheus,Brazil,SC Braga,GK,79,82,75,81,80,45,77,matheus_BRA
Hugo Lloris,France,LAFC,GK,79,81,76,67,82,54,78,hugolloris_FRA
Pedro Neto,Portugal,Chelsea,RW,79,88,74,72,83,31,59,pedroneto_POR
Anthony Lopes,Portugal,OL,GK,79,80,76,69,83,65,76,anthonylopes_POR
Pau Lopez,Spain,Girona FC,GK,79,77,77,79,82,48,80,paulopez_SPA
Castello Lukeba,France,RB Leipzig,CB,79,70,43,68,73,80,73,castellolukeba_FRA
Dodi Lukebakio,Belgium,Sevilla FC,RW,79,84,78,70,82,31,59,dodilukebakio_BEL
Robert Sanchez,Spain,Chelsea,GK,79,79,77,75,80,58,79,robertsanchez_SPA
Ian Maatsen,Netherlands,Aston Villa,LB,79,86,65,75,81,72,63,ianmaatsen_NET
Pablo Maffeo,Argentina,RCD Mallorca,RB,79,82,52,70,79,76,70,pablomaffeo_ARG
Jose Sa,Portugal,Wolves,GK,79,80,75,70,81,52,78,josesa_POR
Omar Marmoush,Egypt,Frankfurt,ST,79,89,78,66,83,32,71,omarmarmoush_EGY
Arnau Martinez,Spain,Girona FC,RB,79,80,50,72,74,74,70,arnaumartinez_SPA
Adam Marusic,Montenegro,Latium,LB,79,87,66,67,74,76,80,adammarusic_MON
Jean-Philippe Mateta,France,Crystal Palace,ST,79,76,78,63,73,39,82,jean-philippemateta_FRA
Borja Mayoral,Spain,Getafe CF,ST,79,71,80,71,77,39,67,borjamayoral_SPA
Chancel Mbemba,Congo,OM,CB,79,73,57,65,68,80,81,chancelmbemba_CON
Callum McGregor,Scotland,Celtic,CDM,79,79,74,77,80,71,78,callummcgregor_SCO
Medran,Spain,Ettifaq FC,CM,79,60,71,82,79,63,69,medran_SPA
Nikola Milenkovic,Serbia,Nott'm Forest,CB,79,58,45,62,62,79,82,nikolamilenkovic_SER
Takumi Minamino,Japan,AS Monaco,MOC,79,79,74,75,82,40,64,takumiminamino_JAP
Tyrone Mings,England,Aston Villa,CB,79,64,44,67,64,78,80,tyronemings_ENG
Maximilian Mittelstadt,Germany,VfB Stuttgart,LB,79,74,62,72,77,77,72,maximilianmittelstadt_GER
Alex Moreno,Spain,Nott'm Forest,LB,79,79,66,74,77,76,68,alexmoreno_SPA
Hidemasa Morita,Japan,Sporting CP,CM,79,69,72,76,79,74,77,hidemasamorita_JAP
Florentino,Portugal,SL Benfica,CDM,79,55,47,65,73,79,78,florentino_POR
Hany Mukhtar,Germany,Nashville SC,MOC,79,82,75,77,80,44,64,hanymukhtar_GER
Nordi Mukiele,France,Leverkusen,RB,79,77,49,68,71,80,80,nordimukiele_FRA
